a 0_195.00 S410S 157.11 S660S 228.914
a 0_225.00 S410S 156.61 S660S 226.314
a 0_230.00 S410S 156.71 S660S 227.014
a 0_335.00 S410S 155.91 S660S 227.514
a 0_340.00 S410S 155.61 S660S 227.414
a 10_228.15 S410S 158.11 S660S 228.514
a 20_206.31 S410S 158.21 S660S 227.214
a 25_210.14 S410S 158.31 S660S 226.614
a 30_174.00 S410S 157.81 S660S 228.614
a 30_179.80 S410S 158.51 S660S 228.814
a 30_197.20 S410S 158.11 S660S 227.514
a 30_203.00 S410S 157.51 S660S 228.014
a 35_176.90 S410S 158.11 S660S 228.314
a 35_183.00 S410S 158.01 S660S 228.514
a 35_189.10 S410S 158.31 S660S 229.614
a 35_195.20 S410S 158.01 S660S 228.214
a 35_201.30 S410S 157.01 S660S 227.614
a 40_176.58 S410S 157.11 S660S 228.214
a 40_183.12 S410S 156.81 S660S 228.514
a 40_189.66 S410S 157.61 S660S 228.814
a 40_196.20 S410S 157.21 S660S 227.114
a 40_202.74 S410S 157.11 S660S 226.614
a 45_155.10 S410S 156.21 S660S 227.914
a 45_169.20 S410S 156.51 S660S 227.214
a 45_176.25 S410S 156.51 S660S 227.714
a 45_183.30 S410S 156.71 S660S 227.714
a 45_190.35 S410S 157.01 S660S 227.214
a 45_197.40 S410S 157.51 S660S 227.114
a 45_21.15 S410S 154.61 S660S 227.714
a 50_132.94 S410S 156.81 S660S 230.914
a 50_140.76 S410S 155.51 S660S 228.814
a 50_148.58 S410S 154.31 S660S 227.014
a 50_15.64 S410S 155.11 S660S 227.014
a 50_164.22 S410S 155.91 S660S 227.714
a 50_172.04 S410S 155.81 S660S 227.314
a 50_179.86 S410S 156.51 S660S 227.014
a 50_187.68 S410S 157.01 S660S 227.814
a 50_23.46 S410S 154.61 S660S 227.114
a 50_31.28 S410S 155.01 S660S 227.414
a 55_131.70 S410S 156.81 S660S 230.514
a 55_140.48 S410S 156.71 S660S 229.814
a 55_149.26 S410S 156.21 S660S 228.314
a 55_158.04 S410S 156.11 S660S 227.614
a 55_166.82 S410S 155.01 S660S 227.014
a 55_175.60 S410S 154.71 S660S 225.914
a 55_184.38 S410S 154.41 S660S 225.914
a 55_193.16 S410S 156.21 S660S 227.614
a 5_220.00 S410S 156.41 S660S 227.414
a 5_225.00 S410S 157.41 S660S 227.014
a 5_230.00 S410S 157.91 S660S 228.214
a 60_130.00 S410S 155.81 S660S 228.514
a 60_170.00 S410S 154.51 S660S 225.714
a 60_180.00 S410S 153.91 S660S 225.114
a 65_252.00 S410S 157.11 S660S 227.214
a 65_72.00 S410S 154.81 S660S 225.714
a 70_158.40 S410S 156.51 S660S 226.614
a 70_72.00 S410S 155.81 S660S 225.514
a n10_197.73 S410S 157.51 S660S 228.314
a n10_202.80 S410S 157.31 S660S 228.714
a n10_207.87 S410S 157.11 S660S 228.214
a n10_212.94 S410S 156.81 S660S 227.214
a n10_218.01 S410S 156.81 S660S 226.614
a n10_278.85 S410S 154.71 S660S 228.114
a n10_283.92 S410S 154.21 S660S 228.914
a n10_314.34 S410S 156.71 S660S 228.614
a n10_319.41 S410S 156.21 S660S 228.414
a n10_324.48 S410S 155.51 S660S 227.614
a n10_329.55 S410S 156.21 S660S 228.214
a n10_334.62 S410S 156.41 S660S 227.214
a n15_205.60 S410S 157.31 S660S 228.114
a n15_210.74 S410S 157.51 S660S 227.214
a n15_215.88 S410S 158.01 S660S 227.214
a n15_221.02 S410S 157.31 S660S 227.314
a n15_226.16 S410S 156.81 S660S 227.214
a n15_231.30 S410S 156.21 S660S 227.314
a n15_282.70 S410S 155.11 S660S 228.014
a n15_313.54 S410S 157.11 S660S 227.814
a n15_318.68 S410S 157.01 S660S 228.014
a n15_323.82 S410S 156.61 S660S 228.114
a n15_328.96 S410S 155.81 S660S 227.414
a n15_66.82 S410S 157.11 S660S 227.914
a n20_216.89 S410S 157.51 S660S 227.814
a n20_222.18 S410S 156.81 S660S 227.414
a n20_227.47 S410S 156.91 S660S 227.314
a n20_232.76 S410S 158.21 S660S 227.914
a n20_317.40 S410S 157.51 S660S 227.914
a n25_226.73 S410S 157.31 S660S 227.514
a n25_232.26 S410S 158.41 S660S 227.614
a n5_195.00 S410S 157.61 S660S 227.714
a n5_200.00 S410S 156.91 S660S 228.814
a n5_205.00 S410S 155.91 S660S 228.314
a n5_210.00 S410S 157.31 S660S 227.214
a n5_215.00 S410S 156.91 S660S 226.414
a n5_230.00 S410S 157.01 S660S 226.514
a n5_305.00 S410S 158.71 S660S 230.414
a n5_315.00 S410S 156.51 S660S 229.314
a n5_320.00 S410S 156.11 S660S 228.914
a n5_330.00 S410S 156.91 S660S 228.414
a n5_335.00 S410S 156.81 S660S 227.914
a n5_340.00 S410S 155.91 S660S 227.514
b 0_200.00 S410S 156.71 S660S 228.214
b 0_205.00 S410S 156.71 S660S 227.314
b 0_220.00 S410S 155.71 S660S 226.314
b 0_235.00 S410S 157.91 S660S 227.714
b 0_315.00 S410S 155.91 S660S 228.114
b 0_320.00 S410S 156.61 S660S 228.814
b 10_223.08 S410S 157.81 S660S 228.314
b 15_138.78 S410S 155.51 S660S 232.414
b 15_226.16 S410S 158.21 S660S 228.914
b 15_231.30 S410S 158.11 S660S 228.314
b 15_251.86 S410S 157.21 S660S 226.814
b 20_132.25 S410S 155.71 S660S 230.314
b 20_137.54 S410S 155.51 S660S 232.814
b 20_211.60 S410S 157.91 S660S 227.414
b 20_216.89 S410S 158.21 S660S 227.014
b 20_222.18 S410S 159.01 S660S 226.514
b 20_227.47 S410S 159.21 S660S 227.914
