0.261_0 -146.252 0.551086 -0.441033 0.0218525 297.739 20.7059 6561.74 146.895
0.261_0.31 -152.728 1.04634 -0.2622 0.0380626 229.236 17.8969 4842.1 106.454
0.261_0.62 -150.183 1.71002 -0.2896 0.0627745 139.26 15.2282 3782.08 93.5253
0.261_0.93 -148.567 0.498353 -0.2902 0.0363166 207.061 20.6786 4891.18 135.591
0.261_1.24 -153.707 0.878892 -0.238233 0.0667314 172.125 17.9812 4759.22 114.268
0.261_1.55 -153.565 0.87955 -0.2217 0.0511961 168.392 16.1108 3984.33 100.529
0.261_1.86 -151.99 0.644262 -0.3281 0.023285 382.535 24.2158 7983.91 213.953
0.261_2.17 -151.641 0.265 -0.293767 0.0134019 588.243 30.5223 13115.8 228.747
0.261_2.48 -152.214 0.22525 -0.307533 0.0129685 643.591 32.2377 14065.3 182.234
0.261_2.79 -152.888 1.48224 -0.3299 0.0439188 316.4 22.6293 6731.96 95.0514
0.261_3.10 -154.619 0.237499 -0.267767 0.0164968 727.577 34.8918 13436.3 133.179
0.261_3.41 -154.466 0.212393 -0.242367 0.0141067 863.497 40.1258 17402.4 182.224
0.261_3.72 -154.322 0.175259 -0.2996 0.0111044 1623.05 54.3371 37418.9 331.204
0.261_4.03 -154.133 0.171107 -0.279867 0.0115866 1509.63 47.9259 31325.9 214.332
0.261_4.34 -153.059 0.269737 -0.3128 0.0178669 536.205 29.1225 11056.4 166.297
0.261_4.65 -152.94 0.546803 -0.233833 0.0504345 319.016 22.1759 7059.97 141.723
0.261_4.96 -151.269 0.555031 -0.2768 0.0269844 320.415 24.9365 7483.02 140.289
0.261_5.27 -152.547 0.580995 -0.308933 0.0259036 460.188 28.0956 11070.2 167.958
0.261_5.58 -152.725 0.322917 -0.2969 0.0125668 785.991 32.4778 16432.4 222.95
0.261_5.89 -151.221 0.481656 -0.314167 0.0212361 643.524 27.0726 12823.7 175.435
0.523_0 -146.803 1.31308 -0.419967 0.0583786 213.513 16.9244 5476.92 156.722
0.523_0.39 -150.574 2.0711 -0.290167 0.0875041 241.773 18.8771 6684.92 191.625
0.523_0.78 -150.784 1.55054 -0.292433 0.0497113 134.341 15.2967 3123.43 73.5415
0.523_1.17 -152.381 0.565495 -0.3058 0.0467129 220.447 19.6103 4776.02 109.02
0.523_1.56 -152.165 0.343441 -0.261333 0.0322318 346.653 23.7649 5593.83 107.451
0.523_1.95 -153.114 0.31163 -0.301 0.0176541 553.409 28.985 10301.3 230.755
0.523_2.34 -152.054 0.210438 -0.304333 0.0114261 790.88 36.9629 17202.1 178.513
0.523_2.73 -153.656 0.24712 -0.253133 0.0178489 955.096 42.6549 21022.5 193.2
0.523_3.12 -153.943 0.14963 -0.263933 0.01278 2406.8 62.6744 51574.3 299.612
