0.261_0 -221.027 0.881427 -0.586233 0.0350468 317.389 23.3833 6664.86 148.214
0.261_0.31 -226.111 0.48252 -0.4372 0.0178202 258.454 19.6948 4918.78 108.13
0.261_0.62 -224.866 0.433382 -0.3936 0.0322476 166.827 15.3711 3831.38 95.8361
0.261_0.93 -220.984 0.903048 -0.504633 0.0865783 228.957 18.018 4929.24 136.13
0.261_1.24 -224.087 0.573769 -0.486333 0.0551261 196.42 19.0577 4788.56 114.321
0.261_1.55 -223.706 0.810614 -0.537167 0.0531442 182.592 17.3007 4018.14 100.442
0.261_1.86 -224.768 0.606187 -0.5198 0.033064 391.64 22.1097 8106.92 219.224
0.261_2.17 -225.684 0.424083 -0.5445 0.025181 534.133 31.6759 13274.2 230.889
0.261_2.48 -226.679 0.711491 -0.598233 0.0271418 593.065 31.4505 14225.2 182.544
0.261_2.79 -223.708 0.623884 -0.643567 0.0298398 336.34 22.9426 6806.04 95.8625
0.261_3.10 -224.758 0.230283 -0.537333 0.015402 645.381 32.6105 13474.6 140.101
0.261_3.41 -223.495 0.223626 -0.567333 0.014372 802.631 40.4317 17410.8 182.83
0.261_3.72 -223.45 0.189913 -0.5969 0.0172682 1487.11 53.8151 37419.2 330.951
0.261_4.03 -223.491 0.154833 -0.539 0.0138082 1533.29 48.3745 31567.8 214.479
0.261_4.34 -222.533 0.316331 -0.514067 0.0195601 626.113 27.7785 11152.7 167.929
0.261_4.65 -222.637 0.437265 -0.582033 0.0346304 332.25 21.6498 7114.57 143.884
0.261_4.96 -223.027 1.23634 -0.494333 0.0684316 354.304 21.0511 7579.95 141.706
0.261_5.27 -222.515 0.475197 -0.5592 0.0189585 634.08 29.5301 11176.7 169.236
0.261_5.58 -223.453 0.466011 -0.527567 0.0170062 937.399 34.2308 16606.3 224.853
0.261_5.89 -222.847 0.381189 -0.520967 0.0176352 723.037 28.5163 12960.5 176.824
0.523_0 -218.53 1.18341 -0.6307 0.0492569 228.066 16.8228 5569.91 159.272
0.523_0.39 -226.057 0.366363 -0.416 0.0174069 271.36 18.3694 6801.06 194.353
0.523_0.78 -221.306 2.36421 -0.619733 0.0759894 142.829 16.3891 3155.67 73.1776
0.523_1.17 -224.922 0.39962 -0.496467 0.0200195 232.518 20.5299 4830.68 108.937
0.523_1.56 -224.742 0.316675 -0.5235 0.025718 285.891 22.8576 5605.97 104.496
0.523_1.95 -225.47 0.703609 -0.5129 0.032538 456.686 28.9146 10438.2 236.215
0.523_2.34 -225.635 0.414727 -0.581167 0.0233304 666.792 35.7853 17390.9 178.898
0.523_2.73 -224.442 0.212047 -0.5123 0.0182933 956.41 38.3039 21117.5 200.862
0.523_3.12 -224.636 0.13004 -0.533533 0.0130479 1979.51 61.4426 51573.1 298.646
0.523_3.51 -224.039 0.15977 -0.572167 0.0158421 2063.95 64.8226 59385.7 410.223
0.523_3.90 -223.487 0.193247 -0.5871 0.0151588 1216.89 45.5494 27892.3 203.729
0.523_4.29 -222.834 0.380226 -0.514633 0.0200449 798.275 30.7221 12209.3 155.676
0.523_4.68 -222.308 0.621422 -0.593433 0.042635 175.939 17.27 4440.75 117.543
0.523_5.07 -222.326 0.382014 -0.5208 0.0323928 294.907 20.8123 5358.93 112.3
0.523_5.46 -222.052 0.353064 -0.573633 0.014631 426.515 27.169 8715.97 154.896
0.523_5.85 -220.007 0.580063 -0.617867 0.0257329 573.723 27.8127 10561 155.797
0.785_0 -220.681 0.936685 -0.6207 0.0365182 439.778 22.3009 9738.43 227.71
0.785_0.52 -224.391 1.95341 -0.440667 0.0718834 814.52 28.8707 14869.2 238.174
0.785_1.04 -223.649 0.838458 -0.522 0.0385703 395.377 24.0124 7194.54 109.289
0.785_1.56 -224.194 0.311408 -0.509967 0.021446 380.826 25.9359 7089.82 108.084
0.785_2.08 -225.485 0.312781 -0.550933 0.0206235 848.666 37.4127 20633 250.004
0.785_2.60 -224.797 0.233494 -0.4839 0.0151412 1868.05 61.4247 47077 336.482
0.785_3.12 -223.809 0.11795 -0.520267 0.00990601 3310.52 72.3116 78102.1 393.58
0.785_3.64 -223.52 0.182666 -0.5585 0.0136412 1469.78 49.5433 35811.8 284.594
0.785_4.16 -222.463 0.597395 -0.557233 0.027943 543.242 27.6839 9333.32 121.37
0.785_4.68 -223.621 0.511434 -0.529033 0.0232909 250.941 18.4718 4827.4 112.693
0.785_5.20 -221.401 0.404482 -0.601 0.0234094 367.39 25.6072 9199.9 155.952
0.785_5.72 -220.344 0.214105 -0.598567 0.0138472 681.955 29.1072 14240 163.77
0_0 -222.159 0.761827 -0.5434 0.0319621 416.486 24.3892 9125.05 165.289
0_0.27 -222.2 1.71449 -0.572333 0.0622807 238.7 18.3429 5067.14 120.078
0_0.54 -220.756 0.66098 -0.586367 0.049962 203.153 16.4801 4693.78 112.449
0_0.81 -220.733 0.452021 -0.565967 0.0354448 313.88 18.7058 7131.71 162.457
0_1.08 -222.104 0.580326 -0.550167 0.0293082 475.607 24.8977 8969.53 189.256
0_1.35 -223.45 0.557692 -0.4705 0.0292703 392.427 23.4189 8384.59 128.451
0_1.62 -221.972 0.500729 -0.560233 0.0265659 282.857 20.5866 5953.09 121.188
0_1.89 -225.169 0.907744 -0.481267 0.0455697 236.821 19.0942 5273.77 139.839
0_2.16 -224.174 0.687227 -0.453033 0.082778 177.69 17.1823 5280.98 167.533
0_2.43 -224.547 1.08572 -0.621633 0.0550811 192.971 17.102 4742.3 143.534
0_2.70 -223.262 1.03139 -0.6348 0.0478075 315.526 21.1399 6701.44 168.281
0_2.97 -224.527 0.609738 -0.548733 0.0334394 534.242 28.298 12284.9 237.334
0_3.24 -224.301 0.422997 -0.4925 0.0239879 769.936 32.8708 17431.2 293.992
0_3.51 -224.089 0.130485 -0.521733 0.0130178 2614.06 58.6297 58685.8 517.147
0_3.78 -223.077 0.1373 -0.568833 0.0121781 2678.47 66.5321 61929.5 451
0_4.05 -223.069 0.176067 -0.5561 0.0147532 1682.36 53.8284 39304.6 254.649
0_4.32 -222.349 0.342557 -0.599433 0.0259592 436.609 29.9688 12839 173.825
0_4.59 -222.805 0.407688 -0.5804 0.0291486 366.627 29.381 11047.2 164.77
0_4.86 -223.858 0.534179 -0.5177 0.0358066 814.899 40.7784 23764.7 249.404
0_5.13 -225.777 0.255908 -0.4914 0.0138024 613.025 36.9207 18954 214.275
0_5.40 -225.014 0.169502 -0.5049 0.00742451 1832.05 46.68 36632.2 298.382
0_5.67 -224.087 0.218097 -0.5295 0.0118919 1706.83 43.5905 33554.6 357.013
0_5.94 -223.339 0.286599 -0.515433 0.0188329 818.544 31.7612 17288 248.338
1.046_0 -220.711 0.380455 -0.553367 0.0202336 503.435 29.5534 11356.7 222.344
1.046_0.78 -221.61 0.436806 -0.5179 0.0183137 1210.66 43.3705 21110.7 224.888
1.046_1.56 -222.174 0.499851 -0.518867 0.0322508 1015.54 37.8856 18370.7 223.682
1.046_2.34 -225.3 0.213931 -0.505133 0.0185 1861.85 63.7682 46776.3 420.492
1.046_3.12 -222.937 0.174356 -0.551867 0.0114272 2366.04 60.0956 50509 340.621
1.046_3.90 -223.264 0.450326 -0.522633 0.0288733 578.297 32.0468 13533.8 180.791
1.046_4.68 -223.085 0.448192 -0.5262 0.021532 423.781 25.0181 9085.24 167.994
1.046_5.46 -220.486 0.241912 -0.6169 0.0180792 718.738 32.88 15820.5 218.188
1.308_0 -220.201 0.275449 -0.552633 0.0228254 685.408 35.6054 16783.8 197.225
1.308_1.57 -220.854 0.211158 -0.591967 0.014215 1200.29 44.6401 25766.4 238.473
1.308_3.14 -222.903 0.276206 -0.562067 0.0215297 799.434 38.68 20873 251.058
1.308_4.71 -221.548 0.320938 -0.552767 0.0257529 576.938 29.1753 12128.5 171.639
1.571_0 -221.018 0.273429 -0.608833 0.019347 812.296 43.037 20407.3 267.336
n0.261_0 -222.614 0.514784 -0.5157 0.0215927 269.975 18.8051 5928.78 125.17
n0.261_0.31 -219.38 1.57485 -0.6524 0.0592062 159.657 17.0753 3582.01 81.1368
n0.261_0.62 -220.959 0.458643 -0.558433 0.025802 377.5 23.0017 7076.83 129.118
n0.261_0.93 -222.315 0.426472 -0.5569 0.0254071 729.452 27.8007 12718.3 213.307
n0.261_1.24 -223.374 0.570983 -0.5224 0.0307686 708.494 31.4788 12918.7 180.124
n0.261_1.55 -222.461 0.346189 -0.544967 0.0256372 419.075 22.9299 8146.87 118.104
n0.261_1.86 -223.989 0.661351 -0.4834 0.0490874 249.066 20.5779 5860.02 113.549
n0.261_2.17 -223.355 0.721516 -0.548967 0.0636569 193.175 17.9619 5964.93 157.547
n0.261_2.48 -223.739 0.389692 -0.573533 0.0288603 222.917 19.3841 6337.31 130.084
n0.261_2.79 -224.442 0.434853 -0.594533 0.0261696 428.427 27.2454 11383 213.363
n0.261_3.10 -224.688 0.554705 -0.541033 0.0287692 558.072 28.8226 12951 209.46
n0.261_3.41 -224.167 0.119691 -0.5094 0.0108062 2669.55 50.8451 57719.2 479.704
