file,lat,lon,410pred,410err,410amp,410qual
19950205A.newzealand.KONO.BHT,59.6491012573,9.59819984436,-158.77111749899998,0.138181875461,0.121358614835,0.8825
19950205A.newzealand.TARA.BHT,-3.88919997215,36.0163002014,-156.33861080399998,0.12749640804600001,0.148767978029,0.6725
19950205A.panama.HIA.BHT,49.270401001,119.741401672,-151.845050673,0.068001048521,0.0977713322917,0.6275
19950205A.panama.MITU.BHT,-6.01919984818,34.0559997559,-151.23201699999998,0.122049686411,0.112075655895,0.755
19950219A.california.AMBA.BHT,-8.10599994659,33.2588005066,-154.398248587,0.149848331512,0.138219043028,0.7475
19950219A.california.BGCA.BHT,5.17636013031,18.4242191315,-157.077809863,0.0964511772669,0.164134281111,0.7925
19950219A.california.KIBA.BHT,-5.32229995728,36.5694999695,-159.478743922,0.076249169275,0.063301061059,0.7675
19950219A.california.MBWE.BHT,-4.96099996567,34.3461990356,-155.839732887,0.0636251115048,0.040315306003800004,0.665
19950219A.california.MITU.BHT,-6.01919984818,34.0559997559,-151.311633166,0.19206146703,0.04495463937580001,0.8425
19950219A.california.PSI.BHT,2.69379997253,98.9236984253,-150.365951207,0.0797077462225,0.12244064454800001,0.9375
19950219A.california.SING.BHT,-4.64029979706,34.7314987183,-157.334094514,0.107934107092,0.07072826627289999,0.7125
19950221A.kuril.SJG.BHT,18.1091003418,-66.1500015259,-152.407174834,0.0927832941011,0.357334942432,0.685
19950319A.indonesia.ANMO.BHT,34.9458999634,-106.457199097,-155.154798634,0.148676306305,0.127180076211,0.7275
19950319A.indonesia.HRV.BHT,42.506401062,-71.5582962036,-152.99733303,0.216605766485,0.15373935224500002,0.6
19950319B.indonesia.ANMO.BHT,34.9458999634,-106.457199097,-152.22698059299998,0.0972708297234,0.129218323255,0.79
19950319B.indonesia.KONO.BHT,59.6491012573,9.59819984436,-153.494596254,0.11495512871300001,0.16687573564000002,0.7975
19950319B.indonesia.ROSL.BHT,-19.4857006073,-64.1779022217,-151.29745833,0.21382319252700002,0.08526469086039999,0.7975
19950326A.southsandwich.ABKT.BHT,37.9304008484,58.1189002991,-156.91110960700001,0.23547249434300002,0.139249580271,0.625
19950326A.southsandwich.BRVK.BHT,53.0581016541,70.2827987671,-151.72682687,0.146712413031,0.024722350885099997,0.615
19950414A.southsandwich.ALE.BHT,82.5033035278,-62.3499984741,-162.480640327,0.535390420422,0.0347477480189,0.7
19950414A.southsandwich.CMB.BHT,38.0345497131,-120.386512756,-158.67991368100002,0.0932618200522,0.0512975961565,0.635
19950414A.southsandwich.HNR.BHT,-9.43869972229,159.947494507,-154.386766518,0.267178456773,0.108104251404,0.6925
19950414A.southsandwich.PAS.BHT,34.1484413147,-118.171173096,-149.865941017,0.34610946426100003,0.057556523369399995,0.6025
19950417A.atlantic.BJT.BHT,40.0182991028,116.167900085,-148.888390157,0.169146993085,0.0705329177767,0.695
19950417A.atlantic.INU.BHT,35.3499984741,137.029006958,-160.638401937,0.195045515867,0.150199094415,0.8125
19950421A.philippine.PAL.BHT,41.0055999756,-73.9078979492,-161.157952116,0.286857185171,0.10191625475800001,0.6775
19950421A.philippine.SPA.BHT,-89.9953994751,115.0,-151.352494585,0.102648784734,0.25935889991300004,0.675
19950514A.indonesia.PAS.BHT,34.1484413147,-118.171173096,-161.226009606,0.209392033302,0.2505286546,0.6725
19950517A.loyalty.MAK.BHT,46.8074989319,81.9774017334,-149.535361338,0.167801923079,0.09401767052650001,0.7475
19950518A.atlantic.CAN.BHT,-35.3187141418,148.996322632,-157.328196903,0.105886922977,0.0593590758716,0.6475
19950518A.atlantic.CHTO.BHT,18.8141002655,98.9442977905,-161.531537948,0.11359612692700001,0.100078068343,0.69
19950518A.atlantic.CTAO.BHT,-20.0881996155,146.254501343,-156.88959326,0.0854315099644,0.0800325844883,0.7725
