19930213A.fiji.NRIL.BHT.s_fil 34.01 162.76
19930213A.fiji.WUS.BHT.s_fil 20.38 140.30
19930306A.fiji.ECH.BHT.s_fil 51.66 169.91
19930306A.fiji.KONO.BHT.s_fil 46.27 173.85
19930306A.fiji.LVZ.BHT.s_fil 38.20 163.58
19930306A.fiji.NRIL.BHT.s_fil 27.59 160.79
19930306A.fiji.OBN.BHT.s_fil 35.29 145.47
19930306A.fiji.PAB.BHT.s_fil 49.89 -141.31
19930306A.fiji.SSB.BHT.s_fil 53.82 175.81
19930306A.fiji.SUR.BHT.s_fil -74.15 112.11
19930315A.chile.CAN.BHT.s_fil -60.21 -133.77
19930315A.chile.CTAO.BHT.s_fil -53.55 -146.51
19930315A.chile.ERM.BHT.s_fil 23.72 -127.15
19930315A.chile.LVZ.BHT.s_fil 28.68 -46.35
19930315A.chile.MAJO.BHT.s_fil 18.55 -134.78
19930315A.chile.NOUC.BHT.s_fil -43.43 -134.16
19930315A.chile.NRIL.BHT.s_fil 40.06 -58.61
19930315A.chile.NWAO.BHT.s_fil -82.27 -132.94
19930315A.chile.TSK.BHT.s_fil 17.01 -134.98
19930402A.tonga.LVZ.BHT.s_fil 44.43 172.85
19930402A.tonga.NRIL.BHT.s_fil 33.60 167.02
19930402A.tonga.OBN.BHT.s_fil 44.67 156.97
19930405A.southsandwich.ANMO.BHT.s_fil -15.83 -77.71
19930405A.southsandwich.CMB.BHT.s_fil -15.42 -86.61
19930405A.southsandwich.ERM.BHT.s_fil -36.40 122.75
19930405A.southsandwich.XAN.BHT.s_fil -27.36 71.95
19930417A.fiji.ARU.BHT.s_fil 34.60 147.42
19930417A.fiji.FRB.BHT.s_fil 33.69 -150.21
19930417A.fiji.HRV.BHT.s_fil 20.61 -134.27
19930417A.fiji.KIV.BHT.s_fil 33.53 133.98
19930417A.fiji.LVZ.BHT.s_fil 43.74 165.31
19930417A.fiji.NRIL.BHT.s_fil 33.17 162.12
19930417A.fiji.OBN.BHT.s_fil 42.69 149.23
19930417A.fiji.TBT.BHT.s_fil 30.01 -111.36
19930417A.fiji.WUS.BHT.s_fil 19.19 139.61
19930502A.ssandwich.A03.BHT.s_fil -9.13 -82.76
19930502A.ssandwich.ALE.BHT.s_fil 13.46 -31.52
19930502A.ssandwich.ANMO.BHT.s_fil -13.92 -75.06
19930502A.ssandwich.CTAO.BHT.s_fil -71.13 133.59
19930502A.ssandwich.ENH.BHT.s_fil -27.87 69.77
19930502A.ssandwich.ERM.BHT.s_fil -34.99 112.99
19930502A.ssandwich.GSC.BHT.s_fil -14.78 -81.96
19930502A.ssandwich.HRV.BHT.s_fil -7.58 -51.60
19930502A.ssandwich.MAJO.BHT.s_fil -36.60 107.40
19930502A.ssandwich.PFO.BHT.s_fil -15.86 -82.27
19930502A.ssandwich.SBC.BHT.s_fil -15.72 -84.29
19930502A.ssandwich.SCZ.BHT.s_fil -14.46 -84.69
19930502A.ssandwich.TATO.BHT.s_fil -37.09 86.87
19930502A.ssandwich.XAN.BHT.s_fil -24.46 67.05
19930502A.ssandwich.YSS.BHT.s_fil -28.62 102.38
19930511A.philippine.PAB.BHT.s_fil 45.10 76.70
19930511A.philippine.PFO.BHT.s_fil 35.11 176.84
19930511A.philippine.TBT.BHT.s_fil 46.24 65.42
19930511A.philippine.UNM.BHT.s_fil 31.17 -169.80
19930513A.alaska.PMSA.BHT.s_fil -7.15 -121.60
19930515A.aleutian.AGVB.BHT.s_fil 30.99 -91.76
19930515A.aleutian.CDCB.BHT.s_fil 32.78 -86.44
19930515A.aleutian.DRV.BHT.s_fil -8.13 165.49
19930515A.aleutian.PAF.BHT.s_fil 1.77 124.03
19930515A.aleutian.PMSA.BHT.s_fil -11.80 -137.79
19930516A.tonga.ALE.BHT.s_fil 38.12 -165.74
19930516A.tonga.FRB.BHT.s_fil 33.55 -146.66
19930516A.tonga.OBN.BHT.s_fil 45.40 155.45
19930516A.tonga.SUR.BHT.s_fil -72.47 132.09
19930517A.california.BOSA.BHT.s_fil 13.12 -38.12
19930517A.png.AGVB.BHT.s_fil -48.77 -137.29
19930517A.png.CDCB.BHT.s_fil -56.81 -137.81
19930517A.png.HRV.BHT.s_fil 40.30 -160.27
19930517A.png.RIFB.BHT.s_fil -52.67 -137.41
19930529A.atlantic.DRV.BHT.s_fil -46.15 -17.09
19930529A.atlantic.KIP.BHT.s_fil 41.96 -91.27
19930529A.atlantic.SA07.BHT.s_fil -43.46 36.98
19930529A.atlantic.TATO.BHT.s_fil 55.66 43.33
19930529A.atlantic.XAN.BHT.s_fil 52.45 32.11
19930604A.indonesia.ANMO.BHT.s_fil 36.77 -179.73
19930604A.indonesia.BOSA.BHT.s_fil -19.47 81.55
19930604A.indonesia.CMB.BHT.s_fil 33.60 174.24
19930604A.indonesia.SCZ.BHT.s_fil 32.34 174.66
19930604A.indonesia.UNM.BHT.s_fil 26.75 -169.03
19930606A.mariana.ECH.BHT.s_fil 58.13 103.32
19930606A.mariana.HRV.BHT.s_fil 57.80 -163.77
19930606A.mariana.SSB.BHT.s_fil 58.70 100.13
19930606A.mariana.SSB2.BHT.s_fil 58.70 100.13
19930606A.mariana.SSB3.BHT.s_fil 58.70 100.13
19930606A.mariana.TBT.BHT.s_fil 70.69 83.51
19930612A.indonesia.AGVB.BHT.s_fil -75.51 -169.07
19930612A.indonesia.ANMO.BHT.s_fil 27.78 -174.97
19930612A.indonesia.GSC.BHT.s_fil 25.01 -178.67
