file,time,error,quality
0_0,-226.013904754,0.112381153224,0.8925
0_105.00,-230.19578258099997,0.16150481094900002,0.7825
0_112.50,-230.39436092900002,0.19373993950100002,0.945
0_120.00,-224.59960935599997,0.0962326649725,0.6
0_127.50,-224.837225417,0.15672125431,0.9525
0_135.00,-229.505516788,0.09157682451780001,0.6925
0_142.50,-231.236971347,0.07268144141160002,0.6425
0_15.00,-228.696170691,0.154388363983,0.785
0_150.00,-230.648966319,0.113518574695,0.6925
0_157.50,-230.006925372,0.17957847164500002,0.8625
0_165.00,-229.86723755,0.20413958010400002,0.8175
0_172.50,-229.813065972,0.288352943138,0.8375
0_180.00,-228.446537813,0.131154937631,0.8575
0_187.50,-228.13350736799998,0.080053003151,0.8425
0_195.00,-228.342173932,0.128069634293,0.9325
0_202.50,-227.346210577,0.291005423066,1.035
0_210.00,-226.75511293,0.09733536918019998,0.87
0_217.50,-226.37817272700002,0.11728698034700001,0.9125
0_22.50,-228.199459375,0.12454076841499999,0.8975
0_225.00,-226.739159859,0.10250469397,0.91
0_232.50,-226.641770413,0.0994959577783,0.8775
0_255.00,-226.92493164,0.213386168116,0.805
0_262.50,-227.344639043,0.135954045009,0.9125
0_270.00,-226.715531121,0.140854314072,0.6525
0_277.50,-228.10755743,0.31769802024599997,0.83
0_285.00,-228.423391547,0.176370282927,0.8
0_30.00,-225.004586948,0.10602579667999999,0.855
0_300.00,-231.420995433,0.0878491663325,0.8925
0_307.50,-230.233091284,0.116080280003,0.8675
0_315.00,-228.908687042,0.16616807589299998,0.91
0_322.50,-228.73264749700002,0.160189942986,0.94
0_330.00,-228.248350395,0.192869571968,0.945
0_337.50,-227.496664056,0.099827838542,0.895
0_345.00,-227.191574652,0.167149990504,0.9825
0_352.50,-225.760776438,0.190223580858,0.915
0_37.50,-223.48878898799998,0.163832892767,0.8875
0_45.00,-222.45506121,0.156301999768,0.9275
0_52.50,-224.649813787,0.158089995457,0.9725
0_60.00,-227.95307163200002,0.244890621521,0.9375
0_67.50,-226.43700035,0.244225714052,0.8325
0_7.50,-224.383439589,0.242693435983,0.9075
0_75.00,-226.420835741,0.12885362418500002,0.85
0_82.50,-227.24649144900002,0.17136000037300003,0.915
0_90.00,-227.027967972,0.16424815118799999,0.845
15.0_0,-228.69973139400003,0.20451245015299999,0.94
15.0_101.66,-228.366111245,0.170913242192,0.9
15.0_109.48,-228.249907127,0.17068666307,0.91
15.0_117.30,-228.52619849,0.151230045702,0.8125
15.0_125.12,-229.358041168,0.152595959304,0.9325
15.0_132.94,-230.68980274700002,0.106242548575,0.885
15.0_140.76,-232.691168529,0.194461927638,0.875
15.0_148.58,-233.615597802,0.220936672386,0.8725
15.0_15.64,-227.99400148400002,0.145518412719,0.9075
15.0_172.04,-228.83173955200002,0.08680389456080001,0.6325
15.0_179.86,-228.35079551599998,0.140196923927,0.8875
15.0_187.68,-227.70636390200002,0.244118757671,1.005
15.0_195.50,-227.913241672,0.157117281283,0.86
15.0_203.32,-226.43474710700002,0.21058820236099998,0.8075
15.0_211.14,-227.270624155,0.11669431686699999,0.925
15.0_218.96,-227.402450673,0.103135897854,0.895
15.0_226.78,-228.264457539,0.18133305294799998,0.9025
15.0_23.46,-227.82954166599998,0.170966363037,0.8875
15.0_234.60,-227.75255445099998,0.113118895425,0.8425
15.0_242.42,-226.396817361,0.19251545764000003,0.93
15.0_250.24,-226.20417623900002,0.17091524187600002,0.9775
15.0_258.06,-228.34786998599998,0.129510844491,0.855
15.0_273.70,-227.10095831400002,0.25571535862,0.6325
15.0_281.52,-225.89235414900003,0.17198801441599998,0.7225
15.0_289.34,-226.532053732,0.256900619487,0.81
