file,660pred,660err,660amp,660qual
19890531A.newzealand.SSB.BHT,-238.02284935400002,0.105639160552,0.158031767408,0.6
19891018A.california.CAN.BHT,-219.848438085,0.123356531113,0.11898951030200001,0.69
19900325A.costarica.CAN.BHT,-236.651339956,0.112401077512,0.18552751197099998,0.74
19900614A.philippine.CCM.BHT,-232.948294102,0.233176421102,0.158564183553,0.6675
19900623A.png.OBN.BHT,-228.095741497,0.103777576502,0.136068789324,0.73
19900902A.ecuador.ERM.BHT,-231.19496919999997,0.229792045872,0.18705031057799998,0.7375
19900914A.southsandwich.ALE.BHT,-233.598216387,0.140767958792,0.08813321461510001,0.6525
19900917A.macquarie.ALE.BHT,-232.251000484,0.0996877014703,0.116604855326,0.7775
19900917A.macquarie.KIV.BHT,-230.61478365,0.08604145282379999,0.09042142506310001,0.68
19901211A.tonga.SUR.BHT,-221.073904399,0.29902898969,0.132681011264,0.805
19910209A.solomon.HRV.BHT,-235.001968685,0.12954415129799998,0.075890281232,0.715
19910405A.peru.WUS.BHT,-220.47366922700002,0.0749757104247,0.255343910935,0.7875
19910615A.southsandwich.OBN.BHT,-218.492591185,0.436906229485,0.188078592927,0.71
19910713A.oregon.CAN.BHT,-219.561860013,0.10457637087999999,0.07529531558619999,0.7075
19910713A.oregon.DRV.BHT,-233.95120648,0.10939826847,0.07014182323189999,0.6575
19910814A.vanuatu.KONO.BHT,-237.735319467,0.37952731335,0.149538341893,0.6025
19910816A.california.CAN.BHT,-222.82462415400002,0.453334065427,0.0541788450411,0.6125
19910817A.california.CAN.BHT,-219.409017575,0.09561698435689998,0.0482924974474,0.7825
19911101A.newzealand.ALE.BHT,-227.663902449,0.191167562342,0.20181435370700002,0.865
19920302A.kamchatka.DRV.BHT,-229.232895617,0.164430234058,0.19622064748,0.8725
19920403A.png.CCM.BHT,-239.37288186,0.07125477497100001,0.194643976157,0.6975
19920424A.pakistan.ISA.BHT,-223.40863072599998,0.167008140273,0.171805013638,0.6375
19920518A.panama.CTAO.BHT,-227.336099939,0.207233800559,0.10128693672900001,0.68
19920518A.panama.NWAO.BHT,-236.369450849,0.210700475386,0.18601395488699998,0.8375
19920828A.ascension.CAN.BHT,-226.06017542400002,0.0767403485464,0.0655593243757,0.635
