file,time,error,quality
19890531A.newzealand.SSB.BHT,-239.03944993217166,0.10602813520534594,0.605
19890913A.atlantic.CAN.BHT,-215.4239903487339,0.4081013495737161,0.76
19891018A.california.CAN.BHT,-223.330401320378,0.13351022399561455,0.695
19900325A.costarica.CAN.BHT,-236.00117662175012,0.10618354267752478,0.7375
19900614A.philippine.CCM.BHT,-230.75593058707787,0.21733474184280527,0.6675
19900623A.png.OBN.BHT,-227.46181875190342,0.0942701743013292,0.735
19900902A.ecuador.ERM.BHT,-225.9144082592169,0.18313721786621093,0.7425
19900914A.southsandwich.ALE.BHT,-237.71295816893584,0.17050945347107796,0.655
19900917A.macquarie.ALE.BHT,-239.243558406485,0.1026088464904813,0.7825
19900917A.macquarie.KIV.BHT,-232.87119529099152,0.08314406471774524,0.68
19910615A.southsandwich.OBN.BHT,-221.7449073377184,0.3762850608230507,0.66
19910704A.indonesia.COR.BHT,-218.42052217148503,0.11258131900800468,0.7175
19910704A.indonesia.PAS.BHT,-222.0487770668789,0.15874683684760446,0.745
19910713A.oregon.CAN.BHT,-224.51563594876046,0.08703416342207483,0.72
19910713A.oregon.DRV.BHT,-233.82621631571297,0.11237310861550666,0.66
19910817A.california.CAN.BHT,-224.14285751691898,0.09322773807950137,0.7925
19910817A.california.CTAO.BHT,-219.04438627443,0.11505997262527985,0.69
19911101A.newzealand.ALE.BHT,-231.6659850495023,0.2339130601053973,0.87
19911211A.pacific.SSB.BHT,-217.7529026299019,0.17161423174913248,0.665
19920302A.kamchatka.DRV.BHT,-230.618059415786,0.22819292207272235,0.9225
19920418A.sumatera.CCM.BHT,-239.7726571640533,0.07289193699356697,0.655
19920424A.pakistan.ISA.BHT,-221.5318756369932,0.15824791667492213,0.6275
19920518A.panama.CTAO.BHT,-227.77124072847093,0.200015924426154,0.6725
19920518A.panama.NWAO.BHT,-235.46855586569413,0.22599266998761994,0.8975
19920525A.cuba.TUNL.BHT,-225.07158384073296,0.18099035218495785,0.6
19920617A.southshetland.YSS.BHT,-248.5325884195156,0.445086325537302,0.8225
19920802A.indonesia.KONO.BHT,-213.85934811808116,0.09246236596311508,0.6725
19920807A.alaska.CAN.BHT,-213.7390984846521,0.1196582707305353,0.7
19920828A.ascension.CAN.BHT,-230.55862193493058,0.07662055570421551,0.6375
19921108A.fiji.AQU.BHT,-239.73197476324881,0.08028831954343317,0.7025
19921108A.fiji.OBN.BHT,-224.08957454671656,0.21750321844447829,0.7675
19921108A.fiji.RIFB.BHT,-225.70918570961845,0.19241955349413856,0.69
19921128A.chile.ERM.BHT,-236.2302615467809,0.15452577283501448,0.7275
19921218A.png.CDCB.BHT,-234.41022519357415,0.1543059339026985,0.7475
19930113A.india.ANMO.BHT,-228.50835303616128,0.18945946850878576,0.685
19930113A.india.ISA.BHT,-229.0560363429985,0.1015586784718188,0.8725
19930113A.india.NRIL.BHT,-226.4866506734602,0.17030618510654658,0.7225
19930113A.india.PAS.BHT,-225.6811571953157,0.2274096141286241,0.715
19930306A.fiji.LVZ.BHT,-230.92417572378898,0.12903766381649293,0.825
19930306A.fiji.OBN.BHT,-238.3623124259945,0.20097148870336973,0.8175
19930315A.chile.CAN.BHT,-217.36701338802087,0.11743259464157176,0.8425
19930315A.chile.CTAO.BHT,-225.65255150284898,0.15713622452654635,0.7175
19930315A.chile.ERM.BHT,-237.37443022017158,0.12301650586925085,0.7675
19930511A.philippine.TBT.BHT,-230.40548979255797,0.10435387424357402,0.65
19930511A.philippine.UNM.BHT,-236.22686213450973,0.14762508497230842,0.615
19930515A.aleutian.CDCB.BHT,-232.37025745178508,0.09420424835525476,0.695
