file,time,error,quality
0_0,-225.830294594,0.16128001270300002,0.9325
0_10.00,-227.651162417,0.0935769280828,0.685
0_100.00,-229.054254778,0.38851084936499997,0.705
0_110.00,-229.227016109,0.147367216082,0.9575
0_120.00,-227.1910787,0.16208128546800002,0.89
0_130.00,-227.14888371900003,0.116165655083,0.81
0_140.00,-230.00872597900002,0.062248679084599995,0.715
0_150.00,-230.689692036,0.189417288547,0.89
0_160.00,-229.290545603,0.151750102584,0.915
0_170.00,-229.567931694,0.146845212782,0.905
0_180.00,-228.580188941,0.0791799341391,0.855
0_190.00,-228.138429028,0.134433842773,0.92
0_20.00,-228.040221248,0.147524142212,0.8925
0_200.00,-228.225498234,0.12647967832999998,0.95
0_210.00,-227.152340983,0.179053779901,0.9375
0_220.00,-226.769010725,0.12746169328600002,0.9425
0_230.00,-226.84590169700002,0.138406060093,0.95
0_240.00,-227.27250519900002,0.165328464752,0.925
0_250.00,-226.35252119900002,0.141496801683,0.655
0_260.00,-226.716695617,0.174791509699,0.95
0_270.00,-227.598907223,0.09720741262939998,0.84
0_280.00,-227.875920811,0.08906959772949999,0.82
0_30.00,-225.257615565,0.0645264355462,0.8325
0_300.00,-230.60312530099998,0.100261449344,0.945
0_310.00,-229.233715574,0.106572640158,0.88
0_320.00,-228.785490033,0.153745469921,0.94
0_330.00,-228.291144962,0.102879686757,0.8425
0_340.00,-227.474454005,0.0920477493606,0.85
0_350.00,-226.35885546900002,0.0912126157846,0.8425
0_40.00,-223.395662187,0.108328028828,0.9125
0_50.00,-225.37522591400003,0.13591864920900001,0.885
0_60.00,-226.881242799,0.262642509934,0.985
0_70.00,-226.85456694400003,0.115268730131,0.9175
0_80.00,-226.691328433,0.200756255847,0.905
0_90.00,-226.418945346,0.127973023016,0.8725
10_0,-227.55579288400003,0.240007688741,0.9575
10_10.28,-228.736537789,0.207017028035,0.925
10_102.80,-227.87427475200002,0.21187248906300002,0.9275
10_113.08,-228.682046303,0.155664743059,0.9225
10_123.36,-228.029237044,0.179515501787,0.9325
10_133.64,-230.37446489799999,0.157295903466,0.9725
10_143.92,-232.739357052,0.10245666196,0.715
10_154.20,-233.01639388799998,0.26819300719300004,0.905
10_164.48,-230.607989559,0.142120091313,0.67
10_174.76,-229.297907215,0.12938690120100002,0.8525
10_185.04,-228.558001652,0.08076233648839999,0.9025
10_195.32,-228.143684994,0.19013611132199998,0.95
10_20.56,-228.09446059799998,0.198168656336,0.93
