file,410time,410error,410quality,660time,660error,660quality
20020731A.panama.XAN.BHT,-157.54047697043242,0.10112580521466732,0.61,-233.23106460487116,0.19650609793752172,0.71
20021003A.california.ANTO.BHT,-152.0876127396044,0.12920390345512076,0.9075,-218.72509964536968,0.10577128875853868,0.7125
20021006A.indonesia.TPNV.BHT,-156.62111281713268,0.1598287791833482,0.8025,-234.19728005914692,0.13092650471752934,0.615
20021013A.samoa.WDD.BHT,-162.4019139554946,0.13763721723199046,0.625,-239.23164851723462,0.15093802439145176,0.6275
20021016A.tonga.MALT.BHT,-169.95564169099148,0.11238223143320927,0.6175,-241.08806155661912,0.12874557199609107,0.8175
20021023A.alaska.BDFB.BHT,-149.95169068750926,0.18760295783744044,0.6675,-219.6143390199366,0.16446078283052548,0.8275
20030312A.california.ANTO.BHT,-145.70701385981562,0.1150885327448416,0.8075,-216.9459847623941,0.08199175667295018,0.8025
20030312A.california.APE.BHT,-145.9877579675118,0.18833872960973785,0.725,-226.555618650018,0.2873150441900898,0.7225
20030402A.atlantic.SSLB.BHT,-162.0158455578313,0.2436724186164909,0.875,-221.6318238200571,0.0783201321463012,0.73
20030417A.bouvet.H0460.BHT,-143.93632424191912,0.07379299484119516,0.9475,-212.48659733819184,0.25714677769710875,0.7775
20030417A.bouvet.MA2.BHT,-169.0481906242749,0.19624201885170092,0.67,-233.4218169121117,0.08646734877180601,0.6225
20030417A.bouvet.TLY.BHT,-154.6999842435573,0.07087661800641654,0.77,-229.058112714464,0.1379546207309024,0.985
20030503A.tonga.SJG.BHT,-153.63540448462592,0.31417333157422994,0.6425,-220.8497620687916,0.19866469846509927,0.6025
20030509A.princeedward.SDMD.BHT,-160.0146878849487,0.11516847580634768,0.76,-230.27026963504662,0.1407873167938191,0.8525
20030526A.indonesia.JFWS.BHT,-153.36922331117995,0.14751844232051958,0.6825,-220.3028911818024,0.0772822334183683,0.6125
20030628A.bismarck.MPG.BHT,-165.5018863967278,0.09744571233366152,0.78,-242.1588646760989,0.1850030084254579,0.875
20030811A.indonesia.AQU.BHT,-146.08715780072203,0.20089820570734546,0.655,-217.1936255472631,0.16890185204707914,0.6125
20030811A.macquarie.BFO.BHT,-162.9727337093978,0.09229572852367053,0.645,-237.77135529620358,0.1749885367523413,0.64
20030811A.macquarie.CMB.BHT,-156.35103670171733,0.16550746598438862,0.8225,-226.85437135457542,0.1691805252241777,0.6775
20030828A.pacific.DBIC.BHT,-145.58294765086524,0.11159724184697413,0.7525,-218.78156770823986,0.1102528029426422,0.6375
20030828A.pacific.HIA.BHT,-165.92832612942362,0.09311392404045143,0.6125,-235.8131478388933,0.21784462968245802,0.99
20030828A.pacific.KIEV.BHT,-163.87000067537485,0.08462383119376002,0.65,-242.78792956534562,0.11753016760741293,0.6825
20030828A.pacific.MDJ.BHT,-160.42700485301498,0.15794069989682727,0.9375,-235.00360364974998,0.13128807646425328,0.7175
20030828A.pacific.MORC.BHT,-161.10957186196634,0.10886333120579753,0.6525,-237.44287605735283,0.1019337476514094,0.6625
20030921A.myanmar.WCI.BHT,-156.6903910914105,0.10961690858896332,0.81,-234.72565233589884,0.2427254295547356,0.635
20031008A.japan.TRQA.BHT,-166.93952751774358,0.08187337776443497,0.7075,-243.07956296151298,0.22274704645979326,0.8275
20031205A.komandorsky.E008.BHT,-155.05619842466743,0.13427943037307946,0.85,-235.014852934935,0.13626928186372195,0.645
20031205A.komandorsky.JNCT.BHT,-157.35116010498868,0.12149571629245352,0.8,-228.83714483402068,0.17932164769184694,0.78
20031209A.aleutian.TRQA.BHT,-159.95288614622956,0.24269281620449745,0.6025,-232.32463661320529,0.17531665773633978,0.775
20040128A.indonesia.DRLN.BHT,-159.26655960647582,0.11188206006981513,0.7175,-231.8042894716528,0.11049437505744464,0.665
20040204A.panama.ES26.BHT,-160.25990889362987,0.17759882276575972,0.835,-232.1874025974159,0.13810684400922527,0.77
20040221A.southsandwich.ES34.BHT,-156.5890982134286,0.10717834618946044,0.6375,-232.1446190012611,0.10080247392711827,0.685
20040221A.southsandwich.WDC.BHT,-157.06634012086937,0.11409428403031395,0.81,-236.08898668696546,0.0981256828520154,0.6325
20040408A.chile.XAN.BHT,-164.96232114393567,0.10894599016069402,0.72,-243.16664519139732,0.15635829872456153,0.9025
20040503A.chile.FALS.BHT,-162.4827481974266,0.2888539283652807,0.8075,-229.07790150352463,0.04996163500210814,0.6275
20040528A.iran.JCS.BHT,-152.68079671886602,0.1340099476520381,0.685,-220.4714715772912,0.1711769298570997,0.6575
20040528A.iran.WENL.BHT,-148.36620667171047,0.20975032975162344,0.6175,-214.2337148881707,0.20058069012462548,0.83
20040609A.india.EDW2.BHT,-148.80167185123986,0.14020070220759356,0.7425,-231.58298323078893,0.14258207898682795,0.89
20040609A.india.HUMO.BHT,-150.3478153270751,0.14144088791498785,0.7925,-228.15372129130844,0.13774282529361595,0.6775
20040609A.india.PAS.BHT,-148.88778122130086,0.17653646048070065,0.8875,-228.68519390550492,0.16660412642787267,0.765
20040701A.auckland.A13.BHT,-162.5384876384652,0.12114621523364386,0.805,-228.87263695002358,0.10210711358810506,0.7675
20040701A.auckland.FRB.BHT,-168.77055194020633,0.18595691678658705,0.67,-239.4263500257593,0.13315109181372112,0.8875
20040701A.auckland.MTE.BHT,-168.4028695960809,0.16107963116134585,0.66,-245.7332100820088,0.11068817771010253,0.6875
20040708A.pacific.KIEV.BHT,-157.96850382113752,0.18507685714749364,0.67,-237.7383018164872,0.1473969071243996,0.8775
20040716A.pacific.CII.BHT,-157.90404938459073,0.1300635001559752,0.67,-240.45964499464984,0.17407935340957462,0.64
20040801A.pacific.HIA.BHT,-149.71467317158772,0.1333029107159828,0.6775,-230.40064785583232,0.20773512270619915,0.6875
20040801A.pacific.ORV.BHT,-157.7783038687652,0.18122100550452586,0.6825,-225.30082467545844,0.3146667542565181,0.81
20040801A.pacific.YKW3.BHT,-158.5442695677894,0.1285369086297004,0.6925,-227.3898011760764,0.15727249877576985,0.64
20040828A.chile.ATKA.BHT,-155.00561123990138,0.14261456681927698,0.6525,-223.07701439936852,0.0934949590924823,0.7675
20040828A.chile.ES34.BHT,-171.64950291977507,0.12616932282190374,0.8875,-248.0606861974073,0.09910240631108497,0.685
20040828A.chile.FFANG.BHT,-172.44876420472758,0.13792392245286708,0.75,-245.82122531526244,0.2647902402067187,0.6575
20040828A.chile.H1010.BHT,-166.37225647816553,0.21678573236239895,0.6425,-236.98650402291563,0.22578464959997194,0.795
20040928A.africa.ACCN.BHT,-157.9276766858294,0.14721318084803034,0.8075,-234.21491536178036,0.08199127050031227,0.7175
20041102A.vancouver.BOSA.BHT,-160.2989320310104,0.11080278826643927,0.86,-235.3431176653844,0.08924690615127208,0.66
20041102A.vancouver.CAN.BHT,-155.06802488795054,0.2371520998484133,0.6675,-224.0831794476976,0.17653661106390195,0.67
20041108A.taiwan.LTX.BHT,-155.15723355228243,0.11114056688462452,0.6725,-217.0583378668531,0.2823401457295545,0.9575
20041108A.taiwan.TX31.BHT,-156.02027570281732,0.09703969568567998,0.68,-217.54736225753376,0.4712744164568638,0.9025
20041109A.solomon.WLF.BHT,-159.03522371170862,0.1538765458111824,0.8625,-237.2461374139092,0.1691096687912975,0.62
20041111A.japan.SAML.BHT,-153.24000381288297,0.08590801806789818,0.65,-224.4432197566279,0.19768611041426745,0.6625
20041111A.japan.STPC.BHT,-159.41526385548832,0.13125464945979992,0.8725,-224.60872581443542,0.10632451393738324,0.7575
20041120A.costarica.SSE.BHT,-151.17511128787442,0.1456451008218554,0.82,-227.437859709864,0.2129811781184369,0.61
20041122A.newzealand.LVZ.BHT,-159.8983633591394,0.18668406232913096,0.6025,-228.5554406724635,0.11888785017500772,0.6125
20041126A.indonesia.BRNJ.BHT,-166.21624539642272,0.18808779385740332,0.785,-233.2609401546289,0.11887096417830495,0.69
20041126A.indonesia.SHEL.BHT,-156.7723896540399,0.18584210562501285,0.7575,-230.90010068056858,0.2233176866449558,0.63
20041128A.easterisland.GRFO.BHT,-156.82908939191842,0.09394399880793962,0.745,-227.367460807984,0.10396666851157894,0.7375
20041214A.honduras.CASY.BHT,-160.68723972628808,0.1082489132853232,0.6925,-233.95004051500737,0.09719273737805877,0.7225
20050101A.sumatera.I05A.BHT,-156.83972549133085,0.1518223978908031,0.635,-225.53740909982903,0.2655847887057751,0.6375
20050103A.macquarie.SAML.BHT,-160.38499769271198,0.1187000395256402,0.6825,-221.87110511498557,0.18363019651239249,0.6125
20050103A.macquarie.YAK.BHT,-147.83826736048684,0.13193166937532108,0.705,-230.43991922653927,0.17047958158260662,0.8175
20050112A.atlantic.H1110.BHT,-146.78364720228623,0.13170984512872813,0.78,-222.5742887580661,0.11106259881329547,0.6175
20050112A.atlantic.TWGB.BHT,-160.69364992556916,0.14930807795362488,0.8625,-236.9770098494215,0.0869424268719471,0.7525
20050216A.atlantic.BJT.BHT,-158.77392612658122,0.07481139602882286,0.7,-238.2697368627412,0.0974213996676274,0.7575
20050320A.japan.N12.BHT,-163.1766144827264,0.2295612866659268,0.6475,-229.3079802086301,0.136422833353216,0.6775
20050411A.loyalty.KMBO.BHT,-152.6923854726054,0.2124041726241014,0.6075,-237.38385290191772,0.1177237530259598,0.6075
20050411A.newguinea.MAPC.BHT,-165.06827614084762,0.15538188208423145,0.7875,-238.42582418447543,0.2336511422488403,0.6725
20050411A.newguinea.MBAR.BHT,-164.62157758777354,0.16844471608713416,0.845,-216.7582179992893,0.11702293504245145,0.785
20050512A.pacific.BJT.BHT,-147.96562721739406,0.08113628770371638,0.7125,-230.20332948684472,0.09058137108646393,0.625
20050512A.pacific.ENH.BHT,-158.54178604817628,0.10025456060916413,0.6975,-224.4590860454049,0.11732410864462035,0.76
20050512A.pacific.INCN.BHT,-155.0042877731562,0.07359858921437319,0.67,-232.5653593922126,0.1488685668525765,0.6125
20050512A.pacific.KBS.BHT,-156.68576901339094,0.11923140357052266,0.615,-239.11868680896262,0.31368078577262115,0.7825
20050512A.pacific.PAB.BHT,-160.3303614239729,0.16738856197364724,0.69,-236.45152646701152,0.0901380252411577,0.6025
20050512A.pacific.STU.BHT,-163.5658056610372,0.13896952869910567,0.8175,-242.5916975723362,0.1499384092022785,0.9175
20050512A.pacific.SUW.BHT,-171.17205183053508,0.15106390529944105,0.865,-246.27606972657003,0.06856512364512908,0.685
20050512A.pacific.ULN.BHT,-157.66286018647588,0.17909365628011548,0.735,-237.61993991675632,0.07182650474209111,0.7875
20050514A.indonesia.CCM.BHT,-150.09564140305102,0.2303876480192928,0.725,-230.96182263784743,0.1813772969331371,0.6775
20050514A.indonesia.DWPF.BHT,-157.28767750592692,0.2545969090596947,0.68,-243.6827461823249,0.08347546594802259,0.675
20050519A.sumatera.LRAL.BHT,-160.59733576868103,0.10537814584351768,0.675,-226.1152151283314,0.15316940796271294,0.9125
20050615A.chile.ABKAR.BHT,-164.3157472801906,0.11392314016723575,0.695,-248.42841555635502,0.08626431465042805,0.71
20050615A.chile.EKS2.BHT,-162.9231063792122,0.22963848028524114,0.68,-242.10387654481502,0.1233389718896178,0.6475
20050615A.chile.H1230.BHT,-161.48595707198643,0.30876404561585125,0.9725,-242.61100908784198,0.15697102046629527,0.805
20050704A.princeedward.COR.BHT,-172.27686870617768,0.09515094533840356,0.705,-245.5365761832061,0.15960376312333233,0.88
20050704A.princeedward.ORV.BHT,-171.9914262873937,0.23854472732702264,0.765,-244.35465650003326,0.2624715289048153,0.6525
20050807A.princeedward.BLA.BHT,-156.64068278441425,0.1300146891998458,0.665,-229.12527094527198,0.17163080519820725,0.9475
20050807A.princeedward.M05C.BHT,-161.79452528482668,0.106944427094589,0.7125,-244.86533713920468,0.08907320301291782,0.785
20050826A.aden.KTH.BHT,-147.44111511241613,0.0993306653101052,0.935,-211.75282077415523,0.13943290407828238,0.9175
20050905A.pacific.BC02.BHT,-155.4096178911191,0.1530620717344921,0.6925,-222.87302289096732,0.16868425388118286,0.6275
20050905A.pacific.KIV.BHT,-161.63432701740788,0.18092455470908508,0.6925,-244.30700590908333,0.1031671522687836,0.675
20050905A.pacific.NEW.BHT,-149.5688568914508,0.1327270374039431,0.64,-213.68313407842987,0.11392452609129022,0.7625
20050905A.pacific.TRI.BHT,-162.42392467010563,0.0935396251268315,0.875,-242.52869597025813,0.13722755388456334,0.885
20051029A.indianridge.HLG.BHT,-156.69069901519924,0.16867439596207287,0.755,-231.87529196198085,0.1479999771552129,0.7025
20051105A.bismarck.LPAZ.BHT,-160.2448237344937,0.10428036673417997,0.645,-233.88412867479684,0.15834221001425142,0.905
20051119A.sumatera.PAL.BHT,-163.9438584309189,0.055403687162137984,0.625,-235.62318152719547,0.09009737067343973,0.6025
20051130A.philippine.BLA.BHT,-154.97469952899655,0.3565231932827447,0.8075,-229.6826905373476,0.1626741119799672,0.6575
20051205A.tanganyika.G05A.BHT,-154.43357493826306,0.113643800434132,0.675,-224.87515893152204,0.17736520244538873,0.605
20051205A.tanganyika.ISCO.BHT,-155.04181506056187,0.2304708737611278,0.8325,-236.94605705568557,0.12075035946625336,0.7525
20051222A.pacific.IDI.BHT,-171.54186131263393,0.16068469943342775,0.8125,-247.40455414481858,0.11658903155743396,0.89
20051222A.pacific.LVZ.BHT,-169.01195205918881,0.2501997674534485,0.6575,-241.7189436201037,0.2076127906797216,0.9275
20051222A.pacific.NEW.BHT,-155.5660424759265,0.17590829441164754,0.7275,-217.5752383467437,0.17136835718429658,0.63
20051222A.pacific.SENIN.BHT,-164.44320561460472,0.11864262915995501,0.7625,-241.78774178585084,0.2053576655599368,0.6325
20051222A.pacific.ULN.BHT,-155.15822600529845,0.19978228474854945,0.76,-235.58070706121498,0.12562854203671314,0.6075
20060104A.california.ISP.BHT,-151.57493314413006,0.06016035556600038,0.87,-210.42523354306624,0.09894205126197404,0.6975
20060222A.mozambique.BC3.BHT,-170.35450841125387,0.11562136333221502,0.8075,-231.15104408097656,0.21263378679046047,0.69
20060222A.mozambique.BFS.BHT,-161.63921973754464,0.1476877848010366,0.6625,-242.8240284469975,0.15290396662717753,0.8525
20060222A.mozambique.BLO.BHT,-154.79863833988088,0.12490163924006042,0.6375,-223.2627719348093,0.22145176348776024,0.6475
20060222A.mozambique.BS09.BHT,-164.88005213509518,0.0959790678433061,0.72,-238.51079604978105,0.17827635543350825,0.6825
20060222A.mozambique.HEC.BHT,-158.6245683098744,0.13478875057316,0.875,-237.4571685995966,0.2152351241647971,0.695
20060222A.mozambique.KCC.BHT,-166.50955482291064,0.12060776159967475,0.6325,-246.6934012159042,0.08953244990768662,0.695
20060222A.mozambique.PTN.BHT,-146.67815394997254,0.06724274945933154,0.66,-220.55107644943612,0.056829899743895365,0.7275
20060222A.mozambique.S04C.BHT,-162.65102221223543,0.2195710758097455,0.715,-242.3092436461507,0.17511325813498668,0.6025
20060222A.mozambique.SNP14.BHT,-161.76473010224163,0.1880898655095742,0.6725,-246.372910571869,0.1437196608142797,0.675
20060222A.mozambique.SNP37.BHT,-161.75982830377052,0.2707691364580724,0.77,-241.93236090325385,0.04993084104204348,0.6575
20060222A.mozambique.SNP52.BHT,-164.5266352734859,0.15728662077349045,0.7525,-244.22654154266425,0.04822575306467082,0.6125
20060314A.indonesia.BLO.BHT,-155.66963258608058,0.09438810425330704,0.7025,-228.7926791759269,0.164844037523319,0.7275
20060314A.indonesia.CABA.BHT,-165.36278006155652,0.16471233050585335,0.7625,-239.7110646543705,0.22100779125269088,0.655
20060314A.indonesia.DRLN.BHT,-158.7918308413996,0.15688497762764714,0.91,-234.5126743530477,0.19625369301706905,0.655
20060314A.indonesia.FFC.BHT,-162.14436957436078,0.06119314352263735,0.6225,-214.2205799000052,0.1072371424864747,0.605
20060314A.indonesia.S05C.BHT,-149.93871166791598,0.06882515079734157,0.6075,-218.7245079401197,0.04907985794457995,0.6075
20060314A.indonesia.SADO.BHT,-148.68583237475087,0.051602048833703236,0.67,-224.64413781883133,0.07439111125660511,0.7375
20060407A.fiji.DPC.BHT,-157.8737348302281,0.2739355461567641,0.8825,-239.15439575598802,0.10521119506554882,0.825
20060407A.fiji.MSEY.BHT,-158.94728320093162,0.09965088929219693,0.7375,-223.5957332807593,0.258137803595275,0.7275
20060407A.fiji.RGN.BHT,-152.9599538141137,0.08975333581204771,0.7,-232.9361706370512,0.16067491013242022,0.9275
20060419A.sumatera.MPG.BHT,-163.97578470515302,0.07878149901662998,0.81,-240.3223317180216,0.1025408126001054,0.685
20060426A.macquarie.ANTO.BHT,-158.1939159938981,0.2035854580590535,0.6275,-237.58066847293858,0.11834177724373254,0.7375
20060426A.macquarie.RSSD.BHT,-160.700684568851,0.1697306907465908,0.6425,-229.62867933104252,0.26428114849786,0.6275
20060426A.macquarie.X15A.BHT,-160.75656343271754,0.1207763510486988,0.7775,-226.003509482561,0.12654292574056158,0.6275
20060429A.russia.LPAZ.BHT,-151.91003708736912,0.2570950251388298,0.9625,-222.3524028175949,0.09939598165388852,0.615
20060507A.indianridge.LPAZ.BHT,-151.42149228256756,0.09687763314638564,0.6975,-216.09422554843,0.06729779532658685,0.63
20060516A.indonesia.ISCO.BHT,-160.93589761306117,0.14064263866071108,0.62,-239.87033891888802,0.17265311682494616,0.6775
20060516A.indonesia.SNP25.BHT,-152.92458342935106,0.2066969676534917,0.8725,-228.48178238477604,0.11247314629788877,0.69
20060519A.molucca.EYMN.BHT,-149.41510155378785,0.2307432379470027,0.9075,-223.86527386678256,0.05836358281443895,0.635
20060522A.russia.PEL.BHT,-161.23870792466084,0.20966416254204573,0.625,-232.0453940418332,0.08850262954084458,0.7725
20060528A.png.SAML.BHT,-162.654674360733,0.13783183444644706,0.655,-239.9092840924575,0.20183387518647644,0.7075
20060723A.minahassa.SNP74.BHT,-148.17190940379766,0.18128659969789346,0.8025,-222.02275492226104,0.08894025305013542,0.7575
20060727A.indonesia.ACCN.BHT,-156.9527189180591,0.09380945492765592,0.81,-231.81768812533366,0.10904789628592998,0.62
20060820A.scotia.BNLO.BHT,-155.7457148783997,0.14935155066734934,0.765,-235.78743055207454,0.10896996119739566,0.7825
20060820A.scotia.SNP74.BHT,-154.01843856267925,0.0587142820712969,0.655,-228.864969102196,0.06920788653033934,0.6075
20061010A.pacific.HIA.BHT,-165.16872815898688,0.12990499500411445,0.8375,-238.59292963783128,0.23460684870404616,0.91
20061010A.pacific.TLY.BHT,-160.0696690593799,0.21663887113247265,0.61,-243.3446780177424,0.10104405935497864,0.6325
20061015A.hawaii.S006.BHT,-152.0306325273636,0.1335202520223091,0.69,-218.87187093239288,0.0582384292369313,0.6325
20061020A.peru.IPM.BHT,-163.70908920824058,0.34020410090369607,0.94,-244.2954619230996,0.05422758555421822,0.685
20061020A.peru.WMQ.BHT,-164.25492522020056,0.09467083544363626,0.655,-237.31293393150227,0.06400526998725617,0.815
20061116A.macquarie.P12A.BHT,-159.8274654780891,0.238664593866309,0.6325,-232.24646645511555,0.20556502868585216,0.645
20061119A.pacific.KKAR.BHT,-161.48970976481434,0.09820912136940878,0.605,-231.1653222186393,0.13226264730379125,0.7875
20061130A.pacific.INK.BHT,-148.5439324182305,0.14195739747427588,0.6775,-229.1530391709857,0.15458591734470026,0.72
20070108A.tajikistan.LPAZ.BHT,-161.69676749987718,0.12086388893222218,0.6875,-229.19218948471226,0.1017077831674143,0.62
20070117A.carlsberg.ACSO.BHT,-155.57517459201057,0.12128092482586175,0.6275,-223.13931944932568,0.3265993821566653,0.6225
20070120A.southsandwich.C08A.BHT,-160.74856845816066,0.3002099078746435,0.7275,-222.75363341660943,0.11518639383501805,0.6775
20070130A.macquarie.109C.BHT,-148.58613062704055,0.265345937459219,0.7325,-227.07324966522788,0.11638133003498966,0.8875
20070130A.macquarie.116A.BHT,-157.90995904570983,0.16502229356298329,0.925,-225.84370976610114,0.30860467163826044,0.685
20070130A.macquarie.A08A.BHT,-154.89979448873845,0.09520194357635292,0.72,-229.81463636374664,0.07506314960680807,0.655
20070130A.macquarie.A12A.BHT,-156.65810324864236,0.09000210172225741,0.6625,-229.58101039584133,0.16246979365084627,0.6175
20070130A.macquarie.AGMN.BHT,-159.4595878620027,0.13251770649008307,0.675,-233.76425600943463,0.1055221664519755,0.655
20070130A.macquarie.BAR.BHT,-151.03644943704245,0.1729446013457162,0.81,-230.8150890723996,0.1505061171924786,0.8125
20070130A.macquarie.BFO.BHT,-164.19406905505076,0.06404779511622116,0.6525,-239.063349543948,0.2483373283168969,0.6375
20070130A.macquarie.BFS.BHT,-149.4354882433434,0.08570388535435862,0.6175,-225.89188711298542,0.19653706539644725,0.8825
20070130A.macquarie.BVDA2.BHT,-149.35942122862699,0.1257351036309401,0.7225,-226.82404378916402,0.11261932930634287,0.7675
20070130A.macquarie.C13A.BHT,-157.9731061536463,0.07007639218782212,0.635,-229.08020575439082,0.1694413212752915,0.7
20070130A.macquarie.C14A.BHT,-158.54688109052162,0.0388005652187467,0.6825,-230.28478328287383,0.13232463107440645,0.8
20070130A.macquarie.CHF.BHT,-147.80856381849262,0.2393525827749444,0.65,-227.95802427504933,0.09158608848067427,0.6225
20070130A.macquarie.CMB.BHT,-155.47122182277485,0.1780568907127094,0.885,-227.83328765186886,0.09004675534770118,0.655
20070130A.macquarie.CVS.BHT,-155.69992098038867,0.1867137265405741,0.775,-227.99527597939112,0.12423819539942806,0.7975
20070130A.macquarie.D08A.BHT,-150.94795050800752,0.07620385843605733,0.6,-227.3329639698356,0.09090094192900193,0.64
20070130A.macquarie.D13A.BHT,-157.2202308511246,0.1823017928626484,0.785,-226.97053548178062,0.11875932909559125,0.785
20070130A.macquarie.D14A.BHT,-156.55157666915701,0.09598912237080184,0.8525,-230.76734873005185,0.22625390648710764,0.8325
20070130A.macquarie.E13A.BHT,-155.3200391154744,0.11241240864892066,0.6975,-230.95744712143608,0.07600789613806633,0.7275
20070130A.macquarie.E14A.BHT,-157.60224967158285,0.15102939145783878,0.775,-230.57784920039623,0.23129528361634824,0.98
20070130A.macquarie.ELFS.BHT,-162.01146815388455,0.15582911742413005,0.8325,-228.6975724333831,0.24546122947163346,0.635
20070130A.macquarie.F10A.BHT,-150.15209787085664,0.05998321941584477,0.645,-229.46482975160941,0.12308240161746276,0.69
20070130A.macquarie.F13A.BHT,-155.3659685515142,0.10140673089591036,0.6675,-227.95726187029686,0.13965984463429826,0.8675
20070130A.macquarie.HWB.BHT,-148.58586268322188,0.12840522619314765,0.8725,-232.46494862297212,0.2794491147749722,1.055
20070130A.macquarie.I07A.BHT,-157.83134998426814,0.1545189884409791,0.81,-229.6283108483514,0.09711815643383807,0.7025
20070130A.macquarie.J05A.BHT,-163.88430859254794,0.14573689111387833,0.615,-227.61018757038846,0.1609657811758286,0.6725
20070130A.macquarie.K01A.BHT,-156.95175742732098,0.4044478438736957,0.8725,-223.600968044994,0.13431251649176654,0.845
20070130A.macquarie.KCC.BHT,-155.97810578176276,0.1645668580760544,0.83,-230.1627351191092,0.08534978301587696,0.6375
20070130A.macquarie.L07A.BHT,-157.09906306477959,0.35173672221548163,0.6975,-226.89832899959686,0.16400089453545952,0.6275
20070130A.macquarie.LRL.BHT,-152.81818801838222,0.19019271823946687,0.7175,-225.41710909505187,0.2385480130245107,0.8825
20070130A.macquarie.MA47.BHT,-163.29699766619956,0.13394536208397764,0.6675,-224.8841447661757,0.11048446370995307,0.7025
20070130A.macquarie.MCCM.BHT,-156.9455772460566,0.09438796604019084,0.6825,-229.85803535708828,0.1328633768698909,0.7775
20070130A.macquarie.MWC.BHT,-146.82166633998872,0.1782743219368553,0.665,-226.5021105797732,0.062138852534935035,0.72
20070130A.macquarie.N06A.BHT,-161.18474954578673,0.09822044423456068,0.7475,-231.40261456180139,0.17626189835009756,0.7725
20070130A.macquarie.N07B.BHT,-162.2944811272548,0.09597429453009768,0.71,-228.84424277729937,0.14789522562819654,0.7325
20070130A.macquarie.N12A.BHT,-160.84509038506206,0.1513068720624945,0.735,-229.04508855868625,0.15310339463099354,0.7975
20070130A.macquarie.O06A.BHT,-161.39881387782884,0.08824472949103132,0.755,-230.10004917027192,0.1340021440247338,0.645
20070130A.macquarie.OR014.BHT,-158.71668669847975,0.09440458386850464,0.67,-231.365328708908,0.18647184307671466,0.71
20070130A.macquarie.OR019.BHT,-159.77543194777803,0.10480859262266748,0.6525,-229.30518894703442,0.1277242946692793,0.7625
20070130A.macquarie.OR058.BHT,-158.17709706899743,0.17613111944798687,0.6125,-227.34737087728257,0.14949771745835702,0.71
20070130A.macquarie.P07A.BHT,-160.88394931935585,0.2587789430622573,0.6725,-226.0702608768193,0.12783675585085458,0.8475
20070130A.macquarie.Q09A.BHT,-159.03327050144344,0.08694371809613828,0.7175,-227.09730722652642,0.08548341743854332,0.6225
20070130A.macquarie.RDM.BHT,-148.03188181086563,0.1528663638959698,0.775,-231.7906720628984,0.3185752557711541,0.635
20070130A.macquarie.REDW.BHT,-157.11542298271922,0.07202524988658211,0.62,-229.8063559392718,0.12904976668032647,0.855
20070130A.macquarie.S025.BHT,-165.2206704122135,0.11510580212742068,0.705,-234.2199733053471,0.0896442783461019,0.8975
20070130A.macquarie.S11A.BHT,-156.8582788403364,0.12054380947144296,0.6425,-229.06361495774019,0.2510074767208889,0.8
20070130A.macquarie.SNP63.BHT,-156.77095951735652,0.1726078281736216,0.8075,-225.68088826279453,0.16526445993985245,0.9
20070130A.macquarie.SNP93.BHT,-155.8110134492839,0.14153542128059296,0.8525,-228.45560813494416,0.07805521601535148,0.665
20070130A.macquarie.SNP95.BHT,-155.86728746791348,0.0912089389430402,0.6,-226.99634734474938,0.0799051546041916,0.79
20070130A.macquarie.SNPA3.BHT,-156.76840107974584,0.09700661299923014,0.6,-227.8090609808167,0.15085964949253133,0.865
20070130A.macquarie.SNPB7.BHT,-158.86372980044175,0.10239503666340284,0.74,-227.41680681283609,0.2426978049542457,0.7775
20070130A.macquarie.SNPD5.BHT,-158.95905504574662,0.184916539300554,0.83,-231.0789936304828,0.15403768278896735,0.985
20070130A.macquarie.SNPD9.BHT,-159.96131748915928,0.0906196856687854,0.78,-226.8264155742268,0.12019226564137878,0.695
20070130A.macquarie.SNPF9.BHT,-162.01895147997465,0.4912019902393238,0.6275,-224.92091730726082,0.13712870354718726,0.8375
20070130A.macquarie.SVD.BHT,-149.41463903708188,0.0721119178924724,0.645,-227.7738687070586,0.13904828294313112,0.8125
20070130A.macquarie.SWS.BHT,-148.62499637489177,0.1278719613532977,0.6,-221.77668898367543,0.08479848730533396,0.81
20070130A.macquarie.TAM.BHT,-164.94358449014402,0.14496721984648786,0.78,-237.98025135630303,0.2399902453209901,0.7175
20070130A.macquarie.TPAW.BHT,-157.7335494873646,0.08003852547443233,0.635,-231.10886398033142,0.15592762306946406,0.8875
20070130A.macquarie.Z14A.BHT,-156.76701682204015,0.048325738853869406,0.6625,-224.67849280372133,0.2340986031008693,0.805
20070204A.cuba.INU.BHT,-151.27362729457263,0.11456387546856175,0.62,-216.130533377569,0.29603131538577515,0.8625
20070220A.indonesia.J02A.BHT,-150.35160471669727,0.12957011157289233,0.81,-225.17573534810882,0.12381209537258048,0.635
20070220A.indonesia.M08A.BHT,-157.27407162292982,0.13384348339509894,0.61,-229.60109194308063,0.20029464813922168,0.635
20070224A.peru.KEV.BHT,-150.5278478152401,0.07111959987675161,0.665,-225.25652217873187,0.10966965720395357,0.7075
20070306A.indonesia.W19.BHT,-166.45259593921827,0.2605906623762743,0.8475,-233.2942723466062,0.19836181292341865,0.64
20070306A.sumatera.GRA.BHT,-161.4510604654244,0.1777767182879586,0.63,-224.1657190231918,0.2691812306733725,0.78
20070306A.sumatera.MA12.BHT,-164.63252585194078,0.09149912786186798,0.905,-239.2527069879245,0.1001704920832192,0.65
