file,time,error,quality
0_0,-153.88596788,0.15779850273600002,0.96
0_10.00,-153.43720751,0.21962140966200003,0.8
0_100.00,-156.368471717,0.0869337531802,0.625
0_110.00,-154.328923435,0.08398307692649999,0.8075
0_120.00,-153.873073701,0.10750890841199999,0.845
0_130.00,-155.12149858,0.189017793433,0.7625
0_140.00,-155.169136934,0.117442941229,0.9025
0_150.00,-156.352090706,0.16164564829800002,0.9775
0_160.00,-156.78703170100002,0.14109976117599998,0.7925
0_180.00,-158.54663833700002,0.0672594253653,0.6675
0_190.00,-157.62031257700002,0.112224925122,0.9575
0_20.00,-154.89634795799998,0.196980392292,0.7825
0_200.00,-157.206567485,0.140770102952,0.8875
0_210.00,-156.8122382,0.08946024167310002,0.79
0_220.00,-156.71319448100002,0.09420752512250001,0.95
0_230.00,-157.350305047,0.0998132033066,0.915
0_240.00,-156.886188153,0.160725363057,1.0
0_250.00,-156.599833454,0.15539456455999998,0.9725
0_260.00,-156.088467498,0.11781034246099999,0.9325
0_270.00,-155.325771463,0.238617917835,0.7925
0_280.00,-155.014166714,0.161395483948,0.88
0_290.00,-155.534938068,0.158585074069,0.93
0_300.00,-158.27599504399998,0.09679857133030001,0.92
0_310.00,-157.043045319,0.138280269776,0.985
0_320.00,-156.314636273,0.14328227449300002,0.99
0_330.00,-156.703905563,0.08919961532050001,0.895
0_340.00,-155.987249839,0.10562956228800001,0.9025
0_350.00,-155.212453092,0.13909092040999999,0.9075
0_50.00,-152.47180901,0.10781354999600001,0.8925
0_60.00,-154.952765479,0.172783527064,0.9425
0_70.00,-156.063315131,0.0551775359313,0.6475
0_80.00,-155.201335785,0.134565140339,0.9375
0_90.00,-154.767738322,0.0823110000718,0.62
10_0,-153.13062003,0.0687469571887,0.655
10_10.28,-156.07861793200001,0.12374113087300001,0.94
10_102.80,-156.85997694,0.09163646866419999,0.7625
10_113.08,-155.77149786299998,0.12685464221200002,0.85
10_123.36,-154.609299016,0.09578882183980002,0.905
10_133.64,-155.665332609,0.11253389703299999,0.945
10_143.92,-157.65783866,0.140747489019,0.9325
10_154.20,-158.543489166,0.122508154166,0.845
10_164.48,-158.272046594,0.19865768607,0.965
10_174.76,-158.982697989,0.12195256901200001,0.7375
10_185.04,-158.304890319,0.11652518285999998,0.9875
10_195.32,-157.597466868,0.0929686232051,0.9
10_20.56,-155.31488099799998,0.11611950070299999,0.865
10_205.60,-157.67530211,0.08183131448419999,0.695
10_215.88,-157.73582816,0.0766980257268,0.8925
10_226.16,-157.935710148,0.09552373847960001,0.975
10_236.44,-158.381931532,0.0952605474027,0.9075
10_246.72,-157.027336848,0.113548966002,0.9025
10_257.00,-157.29663721100002,0.0625658632354,0.7675
10_267.28,-156.626356169,0.0586846580816,0.64
10_277.56,-155.822457222,0.227535304616,0.9675
10_287.84,-156.244224238,0.254926793955,0.7975
10_298.12,-155.340016165,0.0801895986432,0.6125
10_30.84,-156.631989095,0.156655303067,0.7775
10_308.40,-156.468614943,0.138794800746,0.855
10_318.68,-156.74901227200002,0.10198433493799999,0.895
10_328.96,-156.258868773,0.181918602436,0.9575
10_339.24,-155.52655456600002,0.176056545213,0.79
10_349.52,-153.746825922,0.10617986282700001,0.81
10_41.12,-152.4077481,0.148767278654,0.905
10_51.40,-151.962576181,0.106836688597,0.92
10_61.68,-156.47841694299998,0.22268399412700002,0.855
10_71.96,-158.191061123,0.07309846014839999,0.6725
10_82.24,-156.692033051,0.17458287874899997,0.77
20_10.58,-155.781697272,0.18600109848299998,0.8925
20_105.80,-157.81377255,0.133312227183,0.9025
20_116.38,-157.10042125299998,0.102611364233,0.705
20_126.96,-155.55280977,0.06220821279680001,0.8625
20_137.54,-155.967236283,0.135461868213,0.92
20_148.12,-156.896208026,0.14325450322,0.9175
20_158.70,-156.922572417,0.28116186318799996,0.845
20_169.28,-157.123597816,0.17214406943500002,0.9225
20_179.86,-158.546067484,0.12317106848300001,0.995
20_190.44,-158.548770743,0.0930859296014,0.9225
