file,time,error,quality
0_0,-154.57083599799998,0.129122734427,0.9275
0_105.00,-155.772802964,0.07584068133500001,0.7125
0_120.00,-154.039737849,0.11608313370500001,0.9675
0_135.00,-154.85573728100002,0.147124653179,0.9625
0_15.00,-155.174498673,0.304433526633,0.9425
0_150.00,-156.53869195299998,0.149651870681,0.9325
0_165.00,-158.31610345299998,0.134660028485,0.7925
0_180.00,-158.61092620899998,0.111333681936,0.82
0_195.00,-157.259820697,0.09075644560650001,0.93
0_210.00,-157.285659205,0.11519900650699999,0.9875
0_225.00,-157.198425624,0.122084443145,0.9725
0_240.00,-157.332005449,0.10095247424499999,0.905
0_255.00,-156.235967314,0.09960589997290001,0.915
0_270.00,-155.27958390700002,0.138371656827,0.9625
0_285.00,-155.011075718,0.141740148186,0.94
0_30.00,-155.585495449,0.0877037263505,0.6125
0_300.00,-157.28146558,0.184909725495,1.0125
0_315.00,-156.88005681200002,0.11357024446799999,0.99
0_330.00,-156.298271944,0.160847105503,0.985
0_345.00,-155.49315202399998,0.12436004473,0.8975
0_45.00,-152.751300219,0.124194706176,0.9125
0_60.00,-155.24813719899998,0.160582685683,0.785
0_75.00,-155.866157165,0.157058681414,0.7525
0_90.00,-155.351263319,0.055061852944,0.665
15_0,-153.97730571,0.07375033756289999,0.635
15_109.55,-156.684408122,0.10238678551000001,0.8075
15_125.20,-155.582078937,0.0690747101411,0.865
15_140.85,-156.304077815,0.149163003008,0.945
15_15.65,-156.128524187,0.11407678285700001,0.91
15_156.50,-157.905271494,0.136584375664,0.865
15_172.15,-158.46305054299998,0.0778384838475,0.9175
15_187.80,-158.227217976,0.103465967171,0.9675
15_203.45,-158.08632336,0.150361712383,0.9825
15_219.10,-158.096658314,0.0922111218406,0.98
15_234.75,-158.054124076,0.140941558884,0.9125
15_250.40,-157.068344144,0.101538362819,0.895
15_266.05,-156.550165849,0.123601676407,0.975
15_281.70,-155.647519308,0.0932507537645,0.7375
15_297.35,-156.972812264,0.143805817393,0.9325
15_31.30,-154.945502511,0.098172257064,0.8975
15_313.00,-157.075297312,0.17118796210599999,1.0375
15_328.65,-156.86725709,0.127884823857,0.905
15_344.30,-154.453640232,0.13090321605900002,0.92
15_46.95,-152.03607966200002,0.08132001040569999,0.91
15_62.60,-157.408623417,0.139618291754,0.795
15_78.25,-156.759881963,0.0777314755305,0.74
15_93.90,-156.69914216799998,0.0619579987631,0.695
30_0,-154.176731553,0.149539822334,0.8375
30_102.84,-156.85507175799998,0.100459758281,0.93
30_119.98,-156.787035359,0.0801096243228,0.8675
30_137.12,-156.328074789,0.126641183248,0.9475
30_154.26,-157.087236784,0.132170028667,1.0025
30_17.14,-155.169983449,0.199471396927,0.8125
30_171.40,-157.93518966,0.0847115178252,0.9575
30_188.54,-157.936373814,0.07014090859960001,0.9025
30_205.68,-157.830522006,0.129928678083,0.9775
30_222.82,-158.43371044100002,0.148868719288,1.03
30_239.96,-158.060418489,0.113535413061,0.69
30_257.10,-156.883580255,0.05684976062469999,0.6875
30_274.24,-156.30948265799998,0.196402444803,0.9475
30_291.38,-157.07194628,0.102251565568,0.8175
30_308.52,-157.819124202,0.12152435370300001,0.9625
30_325.66,-156.33002304299998,0.165523350229,0.965
30_34.28,-155.649321739,0.129940780281,0.76
30_342.80,-154.866399911,0.141926373658,0.95
30_51.42,-156.285921614,0.119969444154,0.77
30_68.56,-156.297235979,0.164686632731,0.9325
30_85.70,-156.197138457,0.11645063881100001,0.9775
45_0,-155.253505734,0.175279949172,0.855
45_105.85,-157.104148769,0.105330123266,0.955
45_127.02,-156.65220165899999,0.127604291248,0.9125
45_148.19,-156.605440897,0.115980169111,0.8775
45_169.36,-156.416234092,0.26622120424199996,1.06
45_190.53,-157.150458112,0.06161464768180001,0.895
45_21.17,-155.408446804,0.0986281967041,0.65
45_211.70,-157.830872402,0.10407342413899999,0.9575
45_232.87,-158.303636405,0.11085220633099999,0.855
45_254.04,-157.15129305899998,0.171103483254,0.9275
45_275.21,-158.031815159,0.151510906974,0.7975
45_296.38,-156.428872531,0.128721413574,0.88
45_317.55,-154.110176834,0.156656359151,1.05
45_338.72,-153.680104538,0.08922427335699999,0.7975
45_42.34,-154.23537531899998,0.0608028267257,0.6225
45_63.51,-155.998969489,0.136947542842,0.9425
45_84.68,-156.709963587,0.144258964923,0.8925
60_0,-154.760401145,0.140967571116,0.8975
60_120.00,-156.430396116,0.117988865599,0.9125
60_150.00,-155.871574714,0.10927092478599999,0.92
60_180.00,-155.97569403399999,0.0989952962222,0.97
60_210.00,-157.035890085,0.10736892770400001,0.8825
60_240.00,-156.712731298,0.09915948330160002,0.9825
60_270.00,-157.189523216,0.08804728995930002,0.8275
60_30.00,-154.39812814799998,0.211616890029,0.8875
60_300.00,-155.268930924,0.060878644132000004,0.6625
60_330.00,-154.247272174,0.09062700051599999,0.7025
60_60.00,-155.129481139,0.155707748441,0.895
60_90.00,-155.82295576799999,0.121697411756,0.9775
75_0,-154.376080201,0.0844559141692,0.9275
75_120.00,-155.709180981,0.103577627266,0.945
75_180.00,-155.940060732,0.09189758599580002,0.8975
75_240.00,-156.32035127,0.160792756127,1.0
75_300.00,-155.41547682,0.14857724765,0.815
75_60.00,-155.199711885,0.132249020198,1.0375
90_0,-154.688616526,0.196745757759,1.04
n15_0,-155.30216383,0.153876347623,0.9275
n15_109.55,-155.92251734200002,0.057966346480800006,0.6725
