file,time,error,quality
0_0,-154.928519302,0.113313779224,0.71
0_110.00,-155.57968238799998,0.183529545297,0.835
0_115.00,-156.322630144,0.088451165927,0.8475
0_120.00,-154.863113974,0.0828143906357,0.705
0_125.00,-152.0609629,0.10089310435799999,0.825
0_140.00,-154.77481918,0.108103058306,0.9025
0_145.00,-155.273243748,0.160110657934,0.8925
0_150.00,-156.375447562,0.16206613374099998,0.7875
0_185.00,-156.720473989,0.138906250703,0.68
0_190.00,-157.350401229,0.0903603592257,0.805
0_195.00,-157.210830698,0.134467598032,0.705
0_200.00,-156.925717995,0.0960718304116,0.625
0_210.00,-157.931316053,0.163532207189,0.725
0_215.00,-156.493066213,0.254071869474,0.98
0_220.00,-155.900692815,0.0999352907827,0.9425
0_225.00,-156.758461826,0.112707272442,0.9525
0_230.00,-156.920095277,0.09271585064400001,0.96
0_235.00,-157.68095542,0.110735760332,0.8975
0_240.00,-157.860082366,0.115424635217,0.63
0_245.00,-155.817479577,0.11529035764699999,0.6675
0_250.00,-155.744910074,0.129031531896,0.73
0_255.00,-156.237160148,0.0843393508979,0.6
0_265.00,-159.064107449,0.156531263653,0.6725
0_270.00,-154.06579153200002,0.169309107393,0.61
0_275.00,-155.636966702,0.14954125146199998,0.63
0_280.00,-155.038599584,0.0889695370427,0.605
0_285.00,-155.05098151,0.121616337055,0.8675
0_290.00,-152.388086413,0.153883904288,0.7575
0_295.00,-151.974945275,0.20820114870700002,0.7175
0_30.00,-167.406862273,0.127237165278,0.6225
0_300.00,-158.718710426,0.0788950570732,0.6475
0_305.00,-159.979958856,0.161371796649,0.82
0_310.00,-157.29101487399998,0.167167881732,0.795
0_315.00,-155.891705817,0.128198596051,0.8775
0_320.00,-156.58885747,0.144565625976,0.91
0_325.00,-157.074487093,0.0834419851082,0.7025
0_330.00,-156.508364653,0.11323715278799999,0.8025
0_335.00,-155.828219274,0.0860378747964,0.87
0_340.00,-155.82016044,0.0908084760111,0.92
0_345.00,-155.815376193,0.09579156391789999,0.835
0_350.00,-156.019684855,0.228865527016,0.7325
0_355.00,-155.236772945,0.141148628155,0.905
0_40.00,-152.714431671,0.102741374745,0.9575
0_45.00,-149.97771698399998,0.0380958812985,0.6725
0_50.00,-151.437312247,0.1171755927,0.915
0_55.00,-154.950627029,0.11889367513900001,0.8
0_60.00,-158.368914949,0.11181748934,0.6975
0_75.00,-155.911430684,0.103882751238,0.65
0_85.00,-155.41549294799998,0.0757493291224,0.655
0_90.00,-155.892627397,0.11572675943499999,0.6775
10_0,-151.779494405,0.0831648592282,0.6625
10_10.14,-158.308109972,0.135343160874,0.9325
10_101.40,-157.042197494,0.147458110736,0.6525
10_106.47,-156.723143694,0.158904485063,0.87
10_111.54,-155.27825130600002,0.0851188101653,0.6675
10_116.61,-153.53058624,0.0785021034001,0.6075
10_136.89,-157.249880176,0.15932599380999998,0.7725
10_141.96,-155.92201783,0.110144903279,0.715
10_15.21,-155.408458909,0.160055806875,0.68
10_152.10,-159.38464805200002,0.320717115613,0.895
10_157.17,-158.976588473,0.16992805263099997,0.765
10_177.45,-160.39293495799998,0.14184911793,0.7625
10_182.52,-160.00650368,0.08167613955080001,0.725
10_187.59,-157.063152731,0.268096822241,0.7675
10_192.66,-157.126512435,0.148466472887,0.91
10_197.73,-157.059625276,0.0942910688773,0.86
10_20.28,-153.478792077,0.139853009784,0.805
10_202.80,-157.212373371,0.139781818236,0.69
10_218.01,-159.022639375,0.11903456526100001,0.9475
10_223.08,-157.938937448,0.123149947785,0.855
10_228.15,-158.22229173,0.0929649800923,0.895
10_233.22,-158.118615273,0.0635888550914,0.67
10_238.29,-157.865626864,0.155789729272,0.6125
10_248.43,-156.21012493700002,0.155972960134,0.9175
10_25.35,-157.99444016299998,0.14786449373,0.7275
10_253.50,-157.79094651399998,0.08734553573619999,0.94
10_258.57,-158.294911698,0.26027930655000003,1.02
10_268.71,-155.892197579,0.1812389009,0.72
10_273.78,-157.954168058,0.146842017764,0.6375
10_278.85,-155.485392365,0.137946290675,0.6025
10_288.99,-156.616264981,0.153952600735,0.685
10_294.06,-155.54654480899998,0.0968197077617,0.6175
10_299.13,-153.908919797,0.110215305932,0.61
10_304.20,-156.57414337,0.0715191389147,0.635
10_309.27,-155.718523934,0.161321815909,0.8425
10_314.34,-155.67216533200002,0.214374575742,0.885
10_319.41,-155.191712886,0.16197609775900002,0.9625
10_324.48,-157.176950211,0.169691176147,0.8775
10_339.69,-156.543519469,0.11264184433,0.66
10_344.76,-157.013036355,0.149427766183,0.8375
10_349.83,-153.752612873,0.0644603900655,0.615
10_354.90,-152.41933997700002,0.118696566872,0.6425
10_40.56,-152.221442505,0.116686543575,0.9025
10_45.63,-152.411495568,0.0369844418901,0.6625
10_50.70,-152.393039913,0.183849679652,0.6625
10_55.77,-151.707119554,0.161735022694,0.8675
