file,time,error,quality
0_0,-225.59818409099998,0.111665702359,0.84
0_10.00,-223.365796862,0.128089427402,0.88
0_105.00,-228.84451614900001,0.336264487818,0.7075
0_110.00,-230.88748931599997,0.0828764986074,0.68
0_115.00,-230.901968337,0.102518451414,0.72
0_120.00,-229.630270543,0.132310567386,0.65
0_125.00,-223.522385817,0.08421808460249999,0.735
0_130.00,-224.92544689,0.156842428166,0.86
0_155.00,-229.117308088,0.214904124584,0.63
0_160.00,-230.066340006,0.12478316363299999,0.625
0_175.00,-227.837897227,0.173991851626,0.8375
0_180.00,-228.17786713400002,0.117370352408,0.855
0_185.00,-227.920341561,0.175509838457,0.76
0_190.00,-228.603666225,0.0804958522645,0.8775
0_195.00,-229.04732720299998,0.126869289998,0.9625
0_20.00,-228.649727689,0.14771422090800002,0.9375
0_200.00,-227.986145212,0.21318672179499998,1.0175
0_205.00,-227.1826719,0.109970920263,0.9375
0_210.00,-226.929345762,0.0740514091478,0.685
0_215.00,-226.513556398,0.199114816738,0.97
0_220.00,-226.022872012,0.0981780440837,0.9175
0_225.00,-226.15398407700002,0.11659423820699999,0.925
0_230.00,-226.76873947299998,0.49454393631000004,1.095
0_235.00,-227.80260913,0.138324826057,0.9125
0_240.00,-224.794100456,0.21967458849100002,0.96
0_25.00,-226.92399248900003,0.175403956316,0.82
0_250.00,-226.581038508,0.29649058463000005,0.8525
0_255.00,-228.407876886,0.10455066056500001,0.6575
0_260.00,-229.20286198,0.155537280927,0.9025
0_265.00,-226.860301292,0.107547048163,0.87
0_270.00,-226.63973897,0.12485475779500001,0.63
0_280.00,-228.48502866799998,0.188125454932,0.83
0_285.00,-229.79951524700002,0.16792557538199998,0.6825
0_290.00,-216.840621277,0.17450588001200001,0.885
0_30.00,-224.543703427,0.205346970173,0.8025
0_300.00,-232.93038820099997,0.167078488823,0.76
0_305.00,-231.29317954299998,0.15799289122500002,0.8475
0_310.00,-229.310770468,0.184147372176,0.8825
0_315.00,-228.223486022,0.0890629065149,0.775
0_320.00,-228.718004349,0.229805163825,0.965
0_325.00,-229.618960797,0.0947835752085,0.66
0_330.00,-227.77903667200002,0.12276394309800001,0.9075
0_335.00,-227.60371702400002,0.121158911926,0.89
0_340.00,-227.62627077,0.10441477440500001,0.9875
0_345.00,-226.576765504,0.187091730626,0.82
0_35.00,-224.09811561599997,0.09548816986519999,0.8425
0_350.00,-226.398247862,0.15421109957,0.8675
0_355.00,-225.32280772099998,0.150822030494,0.925
0_45.00,-221.80831082900002,0.151244872187,0.8125
0_5.00,-224.24826333400003,0.24961597402600003,0.815
0_50.00,-224.23440430099998,0.18510171022100003,0.955
0_55.00,-227.425171466,0.19254546346700002,0.8825
0_60.00,-229.63542419599997,0.061203441151900004,0.72
0_65.00,-225.94847956700002,0.24142334687199998,0.705
0_75.00,-227.46334268900003,0.132028558105,0.725
0_80.00,-227.430316107,0.0751719688215,0.72
0_85.00,-226.111329442,0.08693183011639999,0.6425
0_90.00,-226.772851672,0.0782712875523,0.6825
10_0,-229.174434583,0.14015482781400002,0.8425
10_10.14,-228.89165710400002,0.25024274316100004,0.92
10_101.40,-228.821020987,0.365464972795,0.7175
10_106.47,-227.36387804400002,0.13285011192600002,0.8775
