file,lat,lon,660pred,660err,660amp,660qual
19970513A.japan.SA71.BHT,-20.9257774353,27.1407871246,-224.223878542,0.279032597918,0.166026548113,0.6025
19970521A.vanuatu.SA31.BHT,-26.9951705933,25.0209102631,-228.89536126599998,0.0858112894134,0.172841283797,0.7025
19970521A.vanuatu.SA37.BHT,-25.9705257416,23.7211914062,-231.506821856,0.0623045942626,0.140961335755,0.6
19970521A.vanuatu.SA57.BHT,-22.9811019897,30.0201530457,-224.709637937,0.0925423763263,0.049309729431999995,0.63
19970521A.vanuatu.TSUM.BHT,-19.2021999359,17.5837993622,-232.715459846,0.18747596047899998,0.0722164169173,0.8475
19970527A.pacific.HIA.BHT,49.270401001,119.741401672,-232.793338743,0.18219040818399998,0.054559878172399996,0.7225
19970527A.pacific.KBS.BHT,78.915397644,11.9385004044,-234.676363881,0.145646330976,0.08943587749639999,0.7775
19970527A.pacific.YKW3.BHT,62.5615997314,-114.609901428,-225.549111735,0.308013668641,0.0667358122583,0.83
19970529A.easterisland.KEV.BHT,69.7565002441,27.0034999847,-227.11916345900002,0.09751215535530001,0.0450485311487,0.8175
19970529A.easterisland.TSUM.BHT,-19.2021999359,17.5837993622,-228.33370659599998,0.0870834810984,0.14817155795700002,0.625
19970610A.pacific.AQU.BHT,42.3540000916,13.404999733,-225.875659852,0.113739460273,0.0247044244931,0.61
19970610A.pacific.MLR.BHT,45.4911994934,25.9456005096,-227.488756263,0.154141342007,0.0917327430397,0.785
19970610A.pacific.OBN.BHT,55.1146011353,36.567401886,-233.136293315,0.0999348815182,0.0802027264782,0.7025
19970610A.pacific.PAB.BHT,39.5446014404,-4.34989976883,-225.66053353700002,0.14082947564099998,0.0800312492876,0.8175
19970610A.pacific.RGN.BHT,54.5476989746,13.3213996887,-231.48639273,0.117141481159,0.0668409415412,0.6175
19970610A.pacific.SA79.BHT,-20.0211029053,30.517332077,-234.667126552,0.0903626802754,0.10588936845000001,0.6125
19970610A.pacific.WLF.BHT,49.6646003723,6.15259981155,-230.825838668,0.10476213846000001,0.057534942875100005,0.6625
19970626A.pacific.INK.BHT,68.3065032959,-133.525405884,-223.728296034,0.12353197036800001,0.070747014498,0.69
19970626A.pacific.MBC.BHT,76.2416992188,-119.36000061,-228.329938574,0.16811636914900002,0.0555816641957,0.6375
19970626A.pacific.MDJ.BHT,44.6170005798,129.590805054,-232.501899501,0.0927999969588,0.04392760803159999,0.6175
19970626A.pacific.PSZ.BHT,47.9183998108,19.8943996429,-227.146002025,0.548388682338,0.113720873055,0.6475
19970626A.pacific.WDD.BHT,35.8372993469,14.5242004395,-234.131138162,0.128215639509,0.08489637007060001,0.69
19970709A.venezuela.CASY.BHT,-66.2791976929,110.535400391,-228.724548278,0.10346883945499999,0.037920168954,0.6075
19970709A.venezuela.INU.BHT,35.3499984741,137.029006958,-227.482407378,0.159708878149,0.0848080240732,0.7225
19970709A.venezuela.MSVF.BHT,-17.7448005676,178.05279541,-228.85165753299998,0.0661347101929,0.194577152863,0.68
19970709A.venezuela.YSS.BHT,46.9586982727,142.760406494,-228.813061015,0.08505532803969999,0.10285609400800001,0.7325
19970719A.mexico.SA13.BHT,-29.9788398743,23.139585495,-225.191850292,0.13913406675,0.0892552108388,0.7125
