19920313A.turkey.KIP.BHT.s_fil,413.800954437
19920710A.kuril.DRV.BHT.s_fil,412.162553024
19920617A.southshetland.YSS.BHT.s_fil,411.348878479
19920424A.pakistan.SBC.BHT.s_fil,413.115892029
19920423A.california.NWAO.BHT.s_fil,388.934895134
19920720A.svalbard.RAR.BHT.s_fil,410.592650604
19920518A.panama.WUS.BHT.s_fil,410.746537781
19920617A.southshetland.PFO.BHT.s_fil,411.925240326
19920617A.southshetland.COL.BHT.s_fil,404.776577377
19911228A.southsandwich.OBN.BHT.s_fil,389.04246273
19920302A.kamchatka.DRV.BHT.s_fil,413.721263885
19911211A.pacific.OBN.BHT.s_fil,411.604827118
19920227A.png.SSB.BHT.s_fil,381.184084702
19920424A.pakistan.SCZ.BHT.s_fil,413.143019867
19920527A.santacruz.SSB2.BHT.s_fil,389.602894592
19920426A.california.TAM.BHT.s_fil,391.735254669
19910921A.tonga.HRV.BHT.s_fil,411.366579437
19911211A.pacific.ARU.BHT.s_fil,410.093068695
19920720A.svalbard.SNZO.BHT.s_fil,415.097064972
19920617A.southshetland.PAR.BHT.s_fil,412.611371613
19911228A.southsandwich.ECH.BHT.s_fil,413.13205719
19920424A.pakistan.PAS.BHT.s_fil,411.113050842
19920525A.cuba.HYB.BHT.s_fil,389.467071533
19920720A.svalbard.CTAO.BHT.s_fil,415.332714081
19920418A.sumatera.HRV.BHT.s_fil,382.793329811
19920525A.cuba.TUNL.BHT.s_fil,389.569914818
19911228A.southsandwich.ALE.BHT.s_fil,386.586659145
19920525A.cuba.GUMO.BHT.s_fil,387.971341515
19920615A.myanmar.ANMO.BHT.s_fil,411.659589386
19920403A.png.HRV.BHT.s_fil,381.926250839
19920617A.southshetland.SCZ.BHT.s_fil,411.549395752
19920302A.kamchatka.SPA.BHT.s_fil,416.837237549
19920424A.pakistan.COR.BHT.s_fil,410.093271637
19920617A.southshetland.KONO.BHT.s_fil,411.03366394
19920527A.santacruz.TAM.BHT.s_fil,383.910094833
19920213A.vanuatu.HRV.BHT.s_fil,402.665995026
19920617A.southshetland.VSL.BHT.s_fil,398.276004028
19911228A.southsandwich.ANMO.BHT.s_fil,410.778699493
19920313A.turkey.DRV.BHT.s_fil,405.485781479
19911211A.pacific.KONO.BHT.s_fil,388.799844551
19910921A.tonga.AQU.BHT.s_fil,389.825283623
19920423A.california.CTAO.BHT.s_fil,401.414418793
19920527A.santacruz.KIV.BHT.s_fil,383.748925591
19920227A.png.SSB2.BHT.s_fil,382.231445694
19920615A.myanmar.CCM.BHT.s_fil,411.645754242
19920406A.vancouver.SUR.BHT.s_fil,399.962493896
19920525A.cuba.SPA.BHT.s_fil,406.917026901
19920527A.santacruz.OBN.BHT.s_fil,411.745703888
19920418A.sumatera.CCM.BHT.s_fil,386.988723183
19920617A.southshetland.AAK.BHT.s_fil,414.912412262
19920226A.owenfracture.COL.BHT.s_fil,411.035776138
19920213A.vanuatu.ECH.BHT.s_fil,387.626634216
19920617A.southshetland.ISA.BHT.s_fil,410.726992798
