19920527A.santacruz.KEG.BHT.s_fil,379.487511253
19920617A.southshetland.ECH.BHT.s_fil,409.865512466
19920206A.indonesia.HRV.BHT.s_fil,384.011594772
19920617A.southshetland.PAS.BHT.s_fil,412.387503052
19911211A.pacific.KIV.BHT.s_fil,410.853720093
19920525A.cuba.MAQI.BHT.s_fil,389.212992668
19920525A.cuba.CAN.BHT.s_fil,382.575826073
19920426A.california.RER.BHT.s_fil,413.509571075
19920617A.southshetland.ANMO.BHT.s_fil,388.417510223
19920617A.southshetland.SBC.BHT.s_fil,413.256531525
19920406A.vancouver.CAN.BHT.s_fil,410.080857849
19920213A.vanuatu.SSB.BHT.s_fil,395.738894272
19920617A.southshetland.TSK.BHT.s_fil,415.412077332
19920213A.vanuatu.TOL.BHT.s_fil,385.717399025
19920730A.xizang.DRV.BHT.s_fil,400.83200531
19920525A.cuba.AMDO.BHT.s_fil,390.135001755
19920424A.pakistan.ISA.BHT.s_fil,410.010758209
19920525A.cuba.INU.BHT.s_fil,385.594978333
19920615A.myanmar.HRV.BHT.s_fil,410.932855988
19911228A.southsandwich.AMDO.BHT.s_fil,416.294557953
19920518A.panama.CTAO.BHT.s_fil,390.615493965
19920525A.cuba.USHU.BHT.s_fil,388.6862257
19920525A.cuba.ERM.BHT.s_fil,381.666028214
19911228A.southsandwich.BUDO.BHT.s_fil,412.423865509
19920617A.southshetland.HLD.BHT.s_fil,411.578864288
19920518A.panama.NWAO.BHT.s_fil,387.315407372
19910921A.tonga.OBN.BHT.s_fil,386.955595493
19920418A.sumatera.TOL.BHT.s_fil,386.883308411
19911228A.southsandwich.KONO.BHT.s_fil,388.162412834
19920406A.vancouver.DRV.BHT.s_fil,400.663154602
19920424A.pakistan.PFO.BHT.s_fil,390.273316383
19911211A.pacific.SSB.BHT.s_fil,388.17908802
19920617A.southshetland.AQU.BHT.s_fil,387.343884087
19920403A.png.CCM.BHT.s_fil,388.398748016
19920525A.cuba.TSK.BHT.s_fil,383.305744171
19920617A.southshetland.MON.BHT.s_fil,412.157341003
19920615A.myanmar.UNM.BHT.s_fil,412.162645721
19911101A.newzealand.ALE.BHT.s_fil,384.553897285
19920313A.turkey.CAN.BHT.s_fil,404.125285339
19920525A.cuba.CTAO.BHT.s_fil,384.519064903
19911228A.southsandwich.CTAO.BHT.s_fil,413.41884079
19911228A.southsandwich.PFO.BHT.s_fil,399.649906921
19920206A.indonesia.TOL.BHT.s_fil,387.195699692
19910921A.tonga.SUR.BHT.s_fil,387.112511826
19920617A.southshetland.COR.BHT.s_fil,388.898541069
19911101A.newzealand.HRV.BHT.s_fil,412.528659821
19911228A.southsandwich.MAQI.BHT.s_fil,390.740303612
