file,handpick,autopick,quality
19930623A.southshetland.LVZ.BHT_auto.sac,-0.31,65.00
19930623A.southshetland.PAB.BHT_auto.sac,-0.47,79.00
19930623A.southshetland.PFO.BHT_auto.sac,-9.00,92.00
19930623A.southshetland.SBC.BHT_auto.sac,-9.20,94.00
19930623A.southshetland.TLY.BHT_auto.sac,-0.32,78.00
19930623A.southshetland.TUC.BHT_auto.sac,-9.27,78.00
19930630A.vanuatu.BGY.BHT_auto.sac,-0.14,94.00
19930630A.vanuatu.CCM.BHT_auto.sac,-0.11,92.00
19930630A.vanuatu.CDCB.BHT_auto.sac,-19.38,92.00
19930630A.vanuatu.ECH.BHT_auto.sac,-0.05,92.00
19930630A.vanuatu.KIV.BHT_auto.sac,-0.24,95.00
19930630A.vanuatu.KONO.BHT_auto.sac,-0.28,94.00
19930630A.vanuatu.LVZ.BHT_auto.sac,-0.08,94.00
19930630A.vanuatu.SSB.BHT_auto.sac,-0.54,95.00
19930630A.vanuatu.WUS.BHT_auto.sac,-0.24,92.00
19930706A.easterisland.ALE.BHT_auto.sac,-0.15,94.00
19930706A.easterisland.ERM.BHT_auto.sac,0.00,95.00
19930706A.easterisland.INU.BHT_auto.sac,-0.12,90.00
19930706A.easterisland.KEG.BHT_auto.sac,-0.52,94.00
19930706A.easterisland.LVZ.BHT_auto.sac,-0.12,94.00
19930706A.easterisland.NWAO.BHT_auto.sac,-0.29,78.00
19930706A.easterisland.TLY.BHT_auto.sac,-0.42,94.00
19930706A.easterisland.WUS.BHT_auto.sac,-0.31,95.00
19930706A.easterisland.YSS.BHT_auto.sac,-0.19,94.00
19930708A.vanuatu.ALE.BHT_auto.sac,-0.38,94.00
19930708A.vanuatu.KONO.BHT_auto.sac,-0.44,94.00
19930708A.vanuatu.NRIL.BHT_auto.sac,-0.17,90.00
19930708A.vanuatu.OBN.BHT_auto.sac,-0.09,94.00
19930708A.vanuatu.PAB.BHT_auto.sac,-0.40,94.00
19930711A.chile.CAN.BHT_auto.sac,-0.33,94.00
19930711A.chile.CTAO.BHT_auto.sac,-0.18,94.00
19930711A.chile.ERM.BHT_auto.sac,-0.40,94.00
19930711A.chile.MAJO.BHT_auto.sac,-0.32,93.00
19930711A.chile.NOUC.BHT_auto.sac,-0.02,94.00
19930711A.chile.NWAO.BHT_auto.sac,-0.12,94.00
19930722A.colombia.CHTO.BHT_auto.sac,-0.45,94.00
19930722A.colombia.CTAO.BHT_auto.sac,-0.06,93.00
19930722A.colombia.MAJO.BHT_auto.sac,-0.05,94.00
19930804A.sumatera.CACB.BHT_auto.sac,-10.56,92.00
19930804A.sumatera.HRV.BHT_auto.sac,-0.24,94.00
19930804A.sumatera.ISA.BHT_auto.sac,-10.22,90.00
19930804A.sumatera.PAS.BHT_auto.sac,-10.04,94.00
19930804A.sumatera.PPDB.BHT_auto.sac,-10.45,94.00
19930804A.sumatera.RIFB.BHT_auto.sac,-10.52,94.00
19930804A.sumatera.SJG.BHT_auto.sac,-0.32,74.00
19930810A.newzealand.AGVB.BHT_auto.sac,-0.22,77.00
19930810A.newzealand.ALE.BHT_auto.sac,-0.21,71.00
19930810A.newzealand.ATD.BHT_auto.sac,-9.09,87.00
19930810A.newzealand.BDFB.BHT_auto.sac,-9.06,76.00
19930810A.newzealand.CACB.BHT_auto.sac,-8.99,95.00
19930810A.newzealand.FRMB.BHT_auto.sac,-9.10,94.00
19930810A.newzealand.OBN.BHT_auto.sac,-0.36,93.00
19930810A.newzealand.PAB.BHT_auto.sac,-10.16,95.00
19930810A.newzealand.PPDB.BHT_auto.sac,-8.96,82.00
19930810A.newzealand.SEY.BHT_auto.sac,-0.26,69.00
19930810A.newzealand.SSB.BHT_auto.sac,-0.18,94.00
19930810A.newzealand.TBT.BHT_auto.sac,-9.52,90.00
19930810A.newzealand.TRIB.BHT_auto.sac,-0.26,68.00
19930810B.newzealand.LVZ.BHT_auto.sac,-0.26,94.00
19930811A.mariana.SYO.BHT_auto.sac,-0.41,95.00
19930820A.newguinea.AQU.BHT_auto.sac,-0.23,94.00
19930820A.newguinea.CACB.BHT_auto.sac,-0.15,95.00
19930820A.newguinea.CDCB.BHT_auto.sac,-0.55,94.00
19930820A.newguinea.FRMB.BHT_auto.sac,-0.11,95.00
19930820A.newguinea.KONO.BHT_auto.sac,-0.16,94.00
19930820A.newguinea.PAB.BHT_auto.sac,0.02,94.00
19930820A.newguinea.PPDB.BHT_auto.sac,-0.39,95.00
19930820A.newguinea.TBT.BHT_auto.sac,-0.06,94.00
19930820A.newguinea.TRIB.BHT_auto.sac,-0.26,94.00
19930901A.indonesia.CDCB.BHT_auto.sac,-18.23,94.00
19930903A.mexico.BJI.BHT_auto.sac,-0.25,94.00
19930903A.mexico.SA03.BHT_auto.sac,-0.37,95.00
19930903A.mexico.SA04.BHT_auto.sac,-0.12,94.00
19930903A.mexico.XAN.BHT_auto.sac,-0.14,94.00
