364	1367
363.99	1366.94
363.98	1366.88
363.97	1366.82
363.96	1366.76
363.95	1366.7
363.94	1366.64
363.93	1366.58
363.92	1366.52
363.91	1366.46
363.9	1366.4
363.89	1366.34
363.88	1366.28
363.87	1366.22
363.86	1366.16
363.85	1366.1
363.84	1366.04
363.83	1365.98
363.82	1365.92
363.81	1365.86
363.8	1365.8
363.79	1365.74
363.78	1365.68
363.77	1365.62
363.76	1365.56
363.75	1365.5
363.74	1365.44
363.73	1365.38
363.72	1365.32
363.71	1365.26
363.7	1365.2
363.69	1365.14
363.68	1365.08
363.67	1365.02
363.66	1364.96
363.65	1364.9
363.64	1364.84
363.63	1364.78
363.62	1364.72
363.61	1364.66
363.6	1364.6
363.59	1364.54
363.58	1364.48
363.57	1364.42
363.56	1364.36
363.55	1364.3
363.54	1364.24
363.53	1364.18
363.52	1364.12
363.51	1364.06
363.5	1364
363.49	1363.94
363.48	1363.88
363.47	1363.82
363.46	1363.76
363.45	1363.7
363.44	1363.64
363.43	1363.58
363.42	1363.52
363.41	1363.46
363.4	1363.4
363.39	1363.34
363.38	1363.28
363.37	1363.22
363.36	1363.16
363.35	1363.1
363.34	1363.04
363.33	1362.98
363.32	1362.92
363.31	1362.86
363.3	1362.8
363.29	1362.74
363.28	1362.68
363.27	1362.62
363.26	1362.56
363.25	1362.5
363.24	1362.44
363.23	1362.38
363.22	1362.32
363.21	1362.26
363.2	1362.2
363.19	1362.14
363.18	1362.08
363.17	1362.02
363.16	1361.96
363.15	1361.9
363.14	1361.84
363.13	1361.78
363.12	1361.72
363.11	1361.66
363.1	1361.6
363.09	1361.54
363.08	1361.48
363.07	1361.42
363.06	1361.36
363.05	1361.3
363.04	1361.24
363.03	1361.18
363.02	1361.12
363.01	1361.06
363	1361
362.99	1360.94
362.98	1360.88
362.97	1360.82
362.96	1360.76
362.95	1360.7
362.94	1360.64
362.93	1360.58
362.92	1360.52
362.91	1360.46
362.9	1360.4
362.89	1360.34
362.88	1360.28
362.87	1360.22
362.86	1360.16
362.85	1360.1
362.84	1360.04
362.83	1359.98
362.82	1359.92
362.81	1359.86
362.8	1359.8
362.79	1359.74
362.78	1359.68
362.77	1359.62
362.76	1359.56
362.75	1359.5
362.74	1359.44
362.73	1359.38
362.72	1359.32
362.71	1359.26
362.7	1359.2
362.69	1359.14
362.68	1359.08
362.67	1359.02
362.66	1358.96
362.65	1358.9
362.64	1358.84
362.63	1358.78
362.62	1358.72
362.61	1358.66
362.6	1358.6
362.59	1358.54
362.58	1358.48
362.57	1358.42
362.56	1358.36
362.55	1358.3
362.54	1358.24
362.53	1358.18
362.52	1358.12
362.51	1358.06
362.5	1358
362.49	1357.94
362.48	1357.88
362.47	1357.82
362.46	1357.76
362.45	1357.7
362.44	1357.64
362.43	1357.58
362.42	1357.52
362.41	1357.46
362.4	1357.4
362.39	1357.34
362.38	1357.28
362.37	1357.22
362.36	1357.16
362.35	1357.1
362.34	1357.04
362.33	1356.98
362.32	1356.92
362.31	1356.86
362.3	1356.8
362.29	1356.74
362.28	1356.68
362.27	1356.62
362.26	1356.56
362.25	1356.5
362.24	1356.44
362.23	1356.38
362.22	1356.32
362.21	1356.26
362.2	1356.2
362.19	1356.14
362.18	1356.08
362.17	1356.02
362.16	1355.96
362.15	1355.9
362.14	1355.84
362.13	1355.78
362.12	1355.72
362.11	1355.66
362.1	1355.6
362.09	1355.54
362.08	1355.48
362.07	1355.42
362.06	1355.36
362.05	1355.3
362.04	1355.24
362.03	1355.18
362.02	1355.12
362.01	1355.06
362	1355
361.99	1354.94
361.98	1354.88
361.97	1354.82
361.96	1354.76
361.95	1354.7
361.94	1354.64
361.93	1354.58
361.92	1354.52
361.91	1354.46
361.9	1354.4
361.89	1354.34
361.88	1354.28
361.87	1354.22
361.86	1354.16
361.85	1354.1
361.84	1354.04
361.83	1353.98
361.82	1353.92
361.81	1353.86
361.8	1353.8
361.79	1353.74
361.78	1353.68
361.77	1353.62
361.76	1353.56
361.75	1353.5
361.74	1353.44
361.73	1353.38
361.72	1353.32
361.71	1353.26
361.7	1353.2
361.69	1353.14
361.68	1353.08
361.67	1353.02
361.66	1352.96
361.65	1352.9
361.64	1352.84
361.63	1352.78
361.62	1352.72
361.61	1352.66
361.6	1352.6
361.59	1352.54
361.58	1352.48
361.57	1352.42
361.56	1352.36
361.55	1352.3
361.54	1352.24
361.53	1352.18
361.52	1352.12
361.51	1352.06
361.5	1352
361.49	1351.94
361.48	1351.88
361.47	1351.82
361.46	1351.76
361.45	1351.7
361.44	1351.64
361.43	1351.58
361.42	1351.52
361.41	1351.46
361.4	1351.4
361.39	1351.34
361.38	1351.28
361.37	1351.22
361.36	1351.16
361.35	1351.1
361.34	1351.04
361.33	1350.98
361.32	1350.92
361.31	1350.86
361.3	1350.8
361.29	1350.74
361.28	1350.68
361.27	1350.62
361.26	1350.56
361.25	1350.5
361.24	1350.44
361.23	1350.38
361.22	1350.32
361.21	1350.26
361.2	1350.2
361.19	1350.14
361.18	1350.08
361.17	1350.02
361.16	1349.96
361.15	1349.9
361.14	1349.84
361.13	1349.78
361.12	1349.72
361.11	1349.66
361.1	1349.6
361.09	1349.54
